borough,uid,block,lot,SALE DATE,sale_price
Queens,10638_18,10638,18,2019-10-28,555000
Bronx,5862_28,5862,28,2019-04-30,294500
Bronx,5862_28,5862,28,2020-03-20,708500
Staten Island,1087_44,1087,44,2019-04-30,257500
Staten Island,1087_44,1087,44,2020-02-05,452500
Staten Island,3681_76,3681,76,2019-05-01,444828
Staten Island,3681_76,3681,76,2019-06-21,338625
Staten Island,3681_76,3681,76,2021-01-19,590000
Staten Island,217_68,217,68,2019-05-01,410000
Staten Island,217_68,217,68,2020-08-05,670000
Queens,1375_37,1375,37,2019-05-02,525000
Queens,1375_37,1375,37,2020-08-11,773000
Queens,4003_42,4003,42,2019-05-03,525000
Queens,4003_42,4003,42,2021-06-24,1300000
Queens,12597_82,12597,82,2019-05-03,325000
Queens,12597_82,12597,82,2019-10-23,626000
Bronx,4750_66,4750,66,2019-05-03,323000
Bronx,4750_66,4750,66,2020-01-21,515000
Queens,10711_27,10711,27,2019-05-07,430000
Queens,10711_27,10711,27,2020-03-19,780000
Brooklyn,247_3_2,247,3,2019-05-08,895000
Brooklyn,247_3_2,247,3,2021-05-11,1822500
Queens,10368_221,10368,221,2019-05-08,425000
Queens,10368_221,10368,221,2019-10-03,660000
Queens,12633_26,12633,26,2019-05-08,489113
Queens,12633_26,12633,26,2020-09-29,290000
Queens,12633_26,12633,26,2021-08-23,658000
Bronx,4485_3,4485,3,2019-05-08,400000
Bronx,4485_3,4485,3,2019-08-28,560000
Queens,13517_11,13517,11,2019-05-09,372774
Queens,13517_11,13517,11,2020-01-15,510000
Queens,12598_107,12598,107,2019-05-09,423581
Queens,12598_107,12598,107,2021-04-16,395460
Queens,12598_107,12598,107,2022-08-24,699000
Queens,12737_100,12737,100,2019-05-10,410000
Queens,12737_100,12737,100,2019-08-15,610000
Queens,11479_24,11479,24,2019-05-10,415000
Queens,11479_24,11479,24,2020-01-07,561000
Staten Island,258_160,258,160,2019-05-10,866829
Staten Island,258_160,258,160,2019-10-11,631315
Queens,10353_143,10353,143,2019-05-13,300000
Queens,10353_143,10353,143,2019-12-13,517000
Queens,13544_34,13544,34,2019-05-13,410000
Queens,13544_34,13544,34,2019-10-23,600000
Queens,12486_71,12486,71,2019-05-13,345000
Queens,12486_71,12486,71,2019-12-13,540000
Bronx,4751_54,4751,54,2019-05-13,265000
Bronx,4751_54,4751,54,2019-07-25,499000
Bronx,2872_273,2872,273,2019-05-14,800000
Bronx,2872_273,2872,273,2021-08-31,2250000
Bronx,5016_128,5016,128,2019-05-14,280000
Bronx,5016_128,5016,128,2019-10-21,477000
Manhattan,556_1011,556,1011,2019-05-15,2200000
Manhattan,556_1011,556,1011,2019-12-03,1150000
Queens,11099_36,11099,36,2019-05-15,261735
Queens,11099_36,11099,36,2019-08-15,385000
Queens,11099_36,11099,36,2020-07-01,814000
Queens,12664_56,12664,56,2019-05-15,385320
Queens,12664_56,12664,56,2020-05-04,600000
Queens,10946_162,10946,162,2019-05-15,290000
Queens,10946_162,10946,162,2019-08-30,599000
Brooklyn,6565_80,6565,80,2019-05-16,810623
Brooklyn,6565_80,6565,80,2022-11-28,645571
Brooklyn,6565_80,6565,80,2023-09-07,965000
Queens,10010_40,10010,40,2019-05-16,300000
Queens,10010_40,10010,40,2019-10-21,565000
Queens,10001_28,10001,28,2019-05-17,385000
Queens,10001_28,10001,28,2020-09-22,642000
Queens,4526_95,4526,95,2019-05-17,997000
Queens,4526_95,4526,95,2021-02-01,512500
Brooklyn,4620_6,4620,6,2019-05-20,350000
Brooklyn,4620_6,4620,6,2020-04-07,685000
Queens,9698_52,9698,52,2019-05-20,375000
Queens,9698_52,9698,52,2019-11-13,680000
Queens,13156_57,13156,57,2019-05-20,352000
Queens,13156_57,13156,57,2020-09-16,540000
Queens,12451_50,12451,50,2019-05-20,360000
Queens,12451_50,12451,50,2020-01-29,690000
Queens,8811_3,8811,3,2019-05-21,300000
Queens,8811_3,8811,3,2019-10-16,425000
Queens,10194_129,10194,129,2019-05-21,279000
Queens,10194_129,10194,129,2019-10-24,487500
Queens,10268_41,10268,41,2019-05-21,305000
Queens,10268_41,10268,41,2020-09-17,554000
Queens,4558_49,4558,49,2019-05-22,1422880
Queens,4558_49,4558,49,2020-05-29,894600
Queens,3789_195,3789,195,2019-05-22,470000
Queens,3789_195,3789,195,2020-04-01,675000
Bronx,4087_14,4087,14,2019-05-22,340000
Bronx,4087_14,4087,14,2020-01-29,559000
Brooklyn,6816_5,6816,5,2019-05-23,496000
Brooklyn,6816_5,6816,5,2020-03-16,680000
Queens,12858_6,12858,6,2019-05-23,438314
Queens,12858_6,12858,6,2020-05-04,405703
Queens,12858_6,12858,6,2020-10-28,635000
Queens,12708_24,12708,24,2019-05-23,300000
Queens,12708_24,12708,24,2020-01-09,635000
Queens,10969_82,10969,82,2019-05-23,410000
Queens,10969_82,10969,82,2020-06-24,675000
Brooklyn,1539_75,1539,75,2019-05-24,375000
Brooklyn,1539_75,1539,75,2022-04-05,1205000
Queens,10558_10,10558,10,2019-05-24,400000
Queens,10558_10,10558,10,2020-03-12,632000
Brooklyn,7731_3,7731,3,2019-05-28,298277
Brooklyn,7731_3,7731,3,2020-03-30,590000
Queens,10576_34,10576,34,2019-05-28,430000
Queens,10576_34,10576,34,2020-06-12,705000
Queens,13562_5,13562,5,2019-05-28,387500
Queens,13562_5,13562,5,2019-12-09,610000
Queens,10204_55,10204,55,2019-05-28,289500
Queens,10204_55,10204,55,2020-10-29,540000
Queens,10388_18,10388,18,2019-05-28,320000
Queens,10388_18,10388,18,2022-02-28,845000
Queens,11288_60,11288,60,2019-05-29,450000
Queens,11288_60,11288,60,2019-12-18,665000
Staten Island,3105_15,3105,15,2019-05-30,476580
Staten Island,3105_15,3105,15,2020-03-11,775000
Brooklyn,6495_10,6495,10,2019-05-31,792000
Brooklyn,6495_10,6495,10,2020-05-21,1390000
Queens,10919_33,10919,33,2019-05-31,396000
Queens,10919_33,10919,33,2019-09-23,645000
Queens,11614_36,11614,36,2019-05-31,315000
Queens,11614_36,11614,36,2020-11-19,700000
Brooklyn,8621_23,8621,23,2019-06-03,475000
Brooklyn,8621_23,8621,23,2021-08-09,1300000
Queens,5325_65_26,5325,65,2019-06-03,920000
Queens,5325_65_26,5325,65,2020-08-20,335000
Queens,5325_65_08a,5325,65,2019-06-03,920000
Queens,5325_65_08a,5325,65,2020-07-02,382500
Queens,5325_65_10a,5325,65,2019-06-03,920000
Queens,5325_65_10a,5325,65,2020-02-04,260000
Queens,12106_22,12106,22,2019-06-04,280000
Queens,12106_22,12106,22,2020-01-07,499999
Queens,10267_3,10267,3,2019-06-04,405000
Queens,10267_3,10267,3,2020-05-08,915000
Staten Island,2925_257,2925,257,2019-06-04,295000
Staten Island,2925_257,2925,257,2020-04-27,433000
Bronx,3171_18,3171,18,2019-06-05,310000
Bronx,3171_18,3171,18,2022-08-10,1700000
Manhattan,1843_1019,1843,1019,2019-06-06,255962
Manhattan,1843_1019,1843,1019,2021-07-15,835000
Queens,6715_2_52b,6715,2,2019-06-06,6804565
Queens,6715_2_52b,6715,2,2020-12-16,375500
Queens,6715_2_98a,6715,2,2019-06-06,6804565
Queens,6715_2_98a,6715,2,2022-07-27,300000
Queens,6715_2_101d,6715,2,2019-06-06,6804565
Queens,6715_2_101d,6715,2,2021-05-06,382500
Queens,6715_2_45e,6715,2,2019-06-06,6804565
Queens,6715_2_45e,6715,2,2022-02-23,279000
Queens,6715_2_94d,6715,2,2019-06-06,6804565
Queens,6715_2_94d,6715,2,2021-11-09,295000
Queens,6715_2_42b,6715,2,2019-06-06,6804565
Queens,6715_2_42b,6715,2,2020-06-18,395000
Queens,6715_2_37gb,6715,2,2019-06-06,6804565
Queens,6715_2_37gb,6715,2,2021-04-16,375000
Queens,6715_2_37gb,6715,2,2023-05-22,405000
Queens,6715_2_85d,6715,2,2019-06-06,6804565
Queens,6715_2_85d,6715,2,2020-11-05,375000
Queens,6715_2_75d,6715,2,2019-06-06,6804565
Queens,6715_2_75d,6715,2,2021-11-08,275000
Queens,6715_2_75d,6715,2,2022-07-08,270000
Queens,6715_2_12gb,6715,2,2019-06-06,6804565
Queens,6715_2_12gb,6715,2,2021-09-14,395000
Queens,6715_2_65b,6715,2,2019-06-06,6804565
Queens,6715_2_65b,6715,2,2021-07-30,382300
Queens,6715_2_2gc,6715,2,2019-06-06,6804565
Queens,6715_2_2gc,6715,2,2022-05-16,280000
Queens,6715_2_99gb,6715,2,2019-06-06,3736765
Queens,6715_2_99gb,6715,2,2022-10-06,405000
Queens,6715_2_97d,6715,2,2019-06-06,3736765
Queens,6715_2_97d,6715,2,2022-08-15,390000
Queens,6715_2_16gb,6715,2,2019-06-06,3736765
Queens,6715_2_16gb,6715,2,2022-05-03,400000
Queens,6715_2_109c,6715,2,2019-06-06,6804565
Queens,6715_2_109c,6715,2,2020-10-01,395000
Queens,10633_46,10633,46,2019-06-06,450000
Queens,10633_46,10633,46,2019-10-07,685000
Queens,10633_46,10633,46,2022-02-17,750000
Bronx,3520_67,3520,67,2019-06-06,310000
Bronx,3520_67,3520,67,2020-09-03,579000
Staten Island,1172_245,1172,245,2019-06-06,341000
Staten Island,1172_245,1172,245,2020-12-07,555000
Queens,10409_14,10409,14,2019-06-07,290000
Queens,10409_14,10409,14,2020-02-19,680000
Bronx,4979_11,4979,11,2019-06-07,330000
Bronx,4979_11,4979,11,2020-02-28,535600
Staten Island,4053_26,4053,26,2019-06-07,1305000
Staten Island,4053_26,4053,26,2021-01-26,636406
Queens,12881_74,12881,74,2019-06-08,355000
Queens,12881_74,12881,74,2020-07-27,660000
Queens,11750_82,11750,82,2019-06-12,265000
Queens,11750_82,11750,82,2020-08-24,550000
Queens,12475_83,12475,83,2019-06-12,395250
Queens,12475_83,12475,83,2021-01-14,441090
Queens,12475_83,12475,83,2021-06-18,689000
Queens,13166_58,13166,58,2019-06-13,266000
Queens,13166_58,13166,58,2020-03-16,649000
Queens,12375_68,12375,68,2019-06-13,346856
Queens,12375_68,12375,68,2019-12-16,510000
Queens,12270_57,12270,57,2019-06-13,400000
Queens,12270_57,12270,57,2019-08-23,645000
Bronx,3318_139,3318,139,2019-06-13,975000
Bronx,3318_139,3318,139,2022-11-03,3300000
Brooklyn,8071_28,8071,28,2019-06-14,393900
Brooklyn,8071_28,8071,28,2020-01-07,609000
Queens,8935_89,8935,89,2019-06-14,387000
Queens,8935_89,8935,89,2021-02-23,880000
Queens,13586_50,13586,50,2019-06-17,411403
Queens,13586_50,13586,50,2020-10-30,975000
Bronx,5424_25,5424,25,2019-06-17,404000
Bronx,5424_25,5424,25,2020-02-12,560000
Bronx,3370_54,3370,54,2019-06-17,365000
Bronx,3370_54,3370,54,2020-03-16,679000
Queens,10873_36,10873,36,2019-06-18,350000
Queens,10873_36,10873,36,2020-03-31,725000
Staten Island,238_28,238,28,2019-06-18,472099
Staten Island,238_28,238,28,2022-03-28,381251
Staten Island,238_28,238,28,2022-12-28,575000
Queens,1374_156,1374,156,2019-06-20,555900
Queens,1374_156,1374,156,2020-06-05,855000
Queens,10916_21,10916,21,2019-06-25,380000
Queens,10916_21,10916,21,2020-12-18,627500
Queens,9508_71,9508,71,2019-06-25,390000
Queens,9508_71,9508,71,2020-01-27,535000
Queens,13666_105,13666,105,2019-06-25,450000
Queens,13666_105,13666,105,2020-07-24,985000
Staten Island,7578_260,7578,260,2019-06-25,375000
Staten Island,7578_260,7578,260,2021-01-28,625000
Staten Island,250_25,250,25,2019-06-25,656000
Staten Island,250_25,250,25,2019-08-15,320000
Staten Island,250_25,250,25,2023-06-21,684000
Brooklyn,6131_15,6131,15,2019-06-26,415000
Brooklyn,6131_15,6131,15,2022-03-18,1025000
Brooklyn,4113_26,4113,26,2019-06-26,400000
Brooklyn,4113_26,4113,26,2020-02-18,690000
Queens,10908_47,10908,47,2019-06-26,300000
Queens,10908_47,10908,47,2021-03-30,630000
Queens,11038_75,11038,75,2019-06-26,405000
Queens,11038_75,11038,75,2020-01-22,670000
Staten Island,2925_523,2925,523,2019-06-26,401339
Staten Island,2925_523,2925,523,2019-10-11,261612
Staten Island,2925_523,2925,523,2020-06-04,428000
Queens,9546_39,9546,39,2019-06-27,361500
Queens,9546_39,9546,39,2019-11-06,585000
Queens,9605_8,9605,8,2019-06-27,332500
Queens,9605_8,9605,8,2020-09-09,655000
Brooklyn,4059_110,4059,110,2019-06-28,342699
Brooklyn,4059_110,4059,110,2019-11-12,360000
Brooklyn,4059_110,4059,110,2020-06-03,555000
Queens,13494_45,13494,45,2019-06-28,445129
Queens,13494_45,13494,45,2021-04-05,420000
Queens,13494_45,13494,45,2022-11-18,810000
Queens,1221_23,1221,23,2019-06-28,690000
Queens,1221_23,1221,23,2020-02-28,995000
Bronx,5050_23,5050,23,2019-06-28,311000
Bronx,5050_23,5050,23,2019-09-26,555000
Queens,10193_6,10193,6,2019-07-01,290000
Queens,10193_6,10193,6,2019-11-22,525000
Queens,11754_25,11754,25,2019-07-01,269000
Queens,11754_25,11754,25,2020-04-30,555000
Brooklyn,4454_47,4454,47,2019-07-03,277000
Brooklyn,4454_47,4454,47,2019-11-08,540000
Queens,9306_58,9306,58,2019-07-03,310000
Queens,9306_58,9306,58,2020-06-23,624050
Queens,12789_90,12789,90,2019-07-09,410000
Queens,12789_90,12789,90,2020-01-29,575000
Queens,12107_10,12107,10,2019-07-09,275000
Queens,12107_10,12107,10,2021-02-03,500000
Queens,12936_44,12936,44,2019-07-10,380000
Queens,12936_44,12936,44,2020-01-08,580000
Brooklyn,4954_56,4954,56,2019-07-12,350000
Brooklyn,4954_56,4954,56,2020-05-27,785000
Queens,8579_43,8579,43,2019-07-12,490000
Queens,8579_43,8579,43,2020-04-06,699000
Queens,11666_62,11666,62,2019-07-12,350000
Queens,11666_62,11666,62,2020-04-24,600000
Brooklyn,5230_66,5230,66,2019-07-15,650000
Brooklyn,5230_66,5230,66,2021-04-12,1170000
Queens,13260_22,13260,22,2019-07-15,415000
Queens,13260_22,13260,22,2020-03-18,876000
Queens,10745_6,10745,6,2019-07-15,450000
Queens,10745_6,10745,6,2020-03-11,625000
Queens,10745_7,10745,7,2019-07-15,400000
Queens,10745_7,10745,7,2020-06-02,600000
Queens,11088_40,11088,40,2019-07-15,450000
Queens,11088_40,11088,40,2019-12-30,620000
Queens,10246_139,10246,139,2019-07-16,430000
Queens,10246_139,10246,139,2019-12-12,710000
Queens,10951_138,10951,138,2019-07-17,345000
Queens,10951_138,10951,138,2020-12-22,979000
Bronx,5812_8,5812,8,2019-07-17,975000
Bronx,5812_8,5812,8,2021-03-22,2580000
Bronx,5812_90,5812,90,2019-07-17,1875000
Bronx,5812_90,5812,90,2020-01-28,3250000
Queens,12855_163,12855,163,2019-07-18,435000
Queens,12855_163,12855,163,2020-03-03,660000
Bronx,4784_55,4784,55,2019-07-18,275500
Bronx,4784_55,4784,55,2020-02-13,539000
Bronx,5409_725,5409,725,2019-07-18,400000
Bronx,5409_725,5409,725,2020-01-24,575000
Staten Island,6024_13,6024,13,2019-07-18,643511
Staten Island,6024_13,6024,13,2020-03-26,409500
Queens,9447_54,9447,54,2019-07-19,424000
Queens,9447_54,9447,54,2020-09-22,615000
Bronx,4734_81,4734,81,2019-07-19,270750
Bronx,4734_81,4734,81,2020-07-24,474000
Queens,12957_52,12957,52,2019-07-23,266000
Queens,12957_52,12957,52,2020-03-16,634000
Queens,11317_40,11317,40,2019-07-24,310000
Queens,11317_40,11317,40,2020-03-17,575000
Manhattan,504_39_4,504,39,2019-07-25,1325000
Manhattan,504_39_4,504,39,2022-08-24,11844961
Queens,10573_64,10573,64,2019-07-25,480000
Queens,10573_64,10573,64,2020-09-24,725000
Queens,12025_60,12025,60,2019-07-25,275500
Queens,12025_60,12025,60,2020-01-30,698000
Bronx,4198_18,4198,18,2019-07-25,316000
Bronx,4198_18,4198,18,2020-07-15,730000
Bronx,5578_114,5578,114,2019-07-25,324480
Bronx,5578_114,5578,114,2020-07-14,505000
Bronx,5055_28,5055,28,2019-07-25,345000
Bronx,5055_28,5055,28,2020-03-17,517000
Bronx,4700_51,4700,51,2019-07-25,300000
Bronx,4700_51,4700,51,2020-05-01,475000
Queens,11656_11,11656,11,2019-07-26,385000
Queens,11656_11,11656,11,2020-01-30,695000
Staten Island,2620_158,2620,158,2019-07-26,354566
Staten Island,2620_158,2620,158,2020-03-17,354566
Staten Island,2620_158,2620,158,2020-07-20,331500
Staten Island,2620_158,2620,158,2021-02-03,499999
Brooklyn,3537_20,3537,20,2019-07-29,299000
Brooklyn,3537_20,3537,20,2019-12-18,675000
Brooklyn,8067_23,8067,23,2019-07-29,325000
Brooklyn,8067_23,8067,23,2020-07-29,595000
Queens,13013_6,13013,6,2019-07-30,371170
Queens,13013_6,13013,6,2021-06-29,309900
Queens,13013_6,13013,6,2023-01-18,730000
Queens,12709_1,12709,1,2019-07-30,310000
Queens,12709_1,12709,1,2021-02-19,675000
Queens,5986_58,5986,58,2019-07-31,840056
Queens,5986_58,5986,58,2020-03-03,1140000
Queens,4002_66,4002,66,2019-07-31,410000
Queens,4002_66,4002,66,2020-08-31,660000
Bronx,2278_47,2278,47,2019-07-31,280000
Bronx,2278_47,2278,47,2021-10-19,880000
Manhattan,1213_1209_2a,1213,1209,2019-08-01,680000
Manhattan,1213_1209_2a,1213,1209,2023-10-19,2995000
Queens,7400_61,7400,61,2019-08-01,615000
Queens,7400_61,7400,61,2020-03-12,835000
Queens,8668_27,8668,27,2019-08-01,418000
Queens,8668_27,8668,27,2020-08-18,662000
Queens,3294_9,3294,9,2019-08-01,999000
Queens,3294_9,3294,9,2020-02-12,1610000
Staten Island,6019_21,6019,21,2019-08-01,294060
Staten Island,6019_21,6019,21,2020-02-20,483000
Staten Island,30_10,30,10,2019-08-02,340000
Staten Island,30_10,30,10,2020-09-09,495000
Brooklyn,8307_39,8307,39,2019-08-06,385000
Brooklyn,8307_39,8307,39,2020-07-31,580000
Queens,12825_480,12825,480,2019-08-06,315000
Queens,12825_480,12825,480,2020-06-10,575000
Queens,12006_70,12006,70,2019-08-06,270750
Queens,12006_70,12006,70,2019-12-30,585000
Queens,11048_120,11048,120,2019-08-06,343000
Queens,11048_120,11048,120,2019-10-16,499000
Queens,10649_15,10649,15,2019-08-07,442680
Queens,10649_15,10649,15,2021-03-18,740000
Queens,11034_28,11034,28,2019-08-07,440000
Queens,11034_28,11034,28,2020-06-17,680000
Staten Island,6019_141,6019,141,2019-08-07,300000
Staten Island,6019_141,6019,141,2020-04-27,474100
Queens,12277_4,12277,4,2019-08-08,398000
Queens,12277_4,12277,4,2020-08-07,545000
Manhattan,1011_1707,1011,1707,2019-08-09,300000
Manhattan,1011_1707,1011,1707,2021-05-27,1150000
Brooklyn,4874_22,4874,22,2019-08-09,430000
Brooklyn,4874_22,4874,22,2020-03-04,755000
Brooklyn,8504_34,8504,34,2019-08-09,486720
Brooklyn,8504_34,8504,34,2020-06-08,680000
Queens,5238_53,5238,53,2019-08-09,375000
Queens,5238_53,5238,53,2020-11-30,760000
Queens,13573_32,13573,32,2019-08-09,440000
Queens,13573_32,13573,32,2020-07-20,999999
Queens,12064_1,12064,1,2019-08-09,400000
Queens,12064_1,12064,1,2020-02-28,605000
Brooklyn,5431_33,5431,33,2019-08-12,1200000
Brooklyn,5431_33,5431,33,2020-03-03,360000
Brooklyn,4680_68,4680,68,2019-08-12,614473
Brooklyn,4680_68,4680,68,2019-11-08,383292
Brooklyn,4680_68,4680,68,2021-12-17,790000
Queens,10347_1,10347,1,2019-08-12,345314
Queens,10347_1,10347,1,2023-02-27,420810
Queens,10347_1,10347,1,2023-08-07,690000
Queens,9562_6,9562,6,2019-08-12,545000
Queens,9562_6,9562,6,2021-10-04,1050000
Bronx,4113_118,4113,118,2019-08-12,357000
Bronx,4113_118,4113,118,2020-04-30,585000
Bronx,4965_26,4965,26,2019-08-13,315000
Bronx,4965_26,4965,26,2020-04-30,475000
Brooklyn,4870_52,4870,52,2019-08-14,366319
Brooklyn,4870_52,4870,52,2020-02-05,860000
Queens,12783_125,12783,125,2019-08-14,400000
Queens,12783_125,12783,125,2019-11-20,699000
Queens,11618_6,11618,6,2019-08-15,390000
Queens,11618_6,11618,6,2020-03-02,555000
Queens,12312_45,12312,45,2019-08-15,290500
Queens,12312_45,12312,45,2020-10-29,645000
Queens,11119_61,11119,61,2019-08-16,400000
Queens,11119_61,11119,61,2020-09-09,570000
Queens,11610_56,11610,56,2019-08-16,401000
Queens,11610_56,11610,56,2021-01-08,455175
Queens,11610_56,11610,56,2021-07-23,630000
Manhattan,1569_1103,1569,1103,2019-08-19,1700000
Manhattan,1569_1103,1569,1103,2019-10-02,1100000
Manhattan,1569_1103,1569,1103,2021-12-02,1600000
Queens,10450_34,10450,34,2019-08-19,450000
Queens,10450_34,10450,34,2021-08-16,820000
Queens,15580_28,15580,28,2019-08-20,320000
Queens,15580_28,15580,28,2020-12-23,1350000
Brooklyn,8167_40,8167,40,2019-08-21,384000
Brooklyn,8167_40,8167,40,2020-03-05,670000
Brooklyn,5221_36,5221,36,2019-08-21,500000
Brooklyn,5221_36,5221,36,2022-11-15,1985025
Queens,12184_28,12184,28,2019-08-21,335000
Queens,12184_28,12184,28,2020-12-21,675000
Queens,13310_45,13310,45,2019-08-21,302672
Queens,13310_45,13310,45,2021-03-23,720000
Brooklyn,5145_50,5145,50,2019-08-22,1125000
Brooklyn,5145_50,5145,50,2021-04-26,2533000
Brooklyn,5145_50,5145,50,2022-06-29,3500000
Queens,16026_40,16026,40,2019-08-22,410660
Queens,16026_40,16026,40,2019-11-08,301000
Queens,16026_40,16026,40,2020-08-31,425000
Queens,1093_35,1093,35,2019-08-22,445000
Queens,1093_35,1093,35,2020-10-30,706000
Queens,12898_164,12898,164,2019-08-22,360000
Queens,12898_164,12898,164,2020-04-27,633000
Queens,13749_74,13749,74,2019-08-22,275000
Queens,13749_74,13749,74,2020-05-05,580000
Queens,12175_54,12175,54,2019-08-22,320000
Queens,12175_54,12175,54,2020-05-07,600000
Queens,4634_1,4634,1,2019-08-22,755000
Queens,4634_1,4634,1,2021-07-29,1530000
Staten Island,6744_110,6744,110,2019-08-22,830000
Staten Island,6744_110,6744,110,2020-12-18,1630000
Queens,10304_100,10304,100,2019-08-26,299000
Queens,10304_100,10304,100,2020-03-06,499500
Bronx,3055_24,3055,24,2019-08-26,400000
Bronx,3055_24,3055,24,2019-11-18,625000
Brooklyn,4806_102,4806,102,2019-08-27,295000
Brooklyn,4806_102,4806,102,2023-03-15,1350000
Queens,13493_63,13493,63,2019-08-27,325000
Queens,13493_63,13493,63,2020-01-24,537000
Bronx,4751_64,4751,64,2019-08-27,300000
Bronx,4751_64,4751,64,2020-01-27,540000
Staten Island,5665_12,5665,12,2019-08-27,518989
Staten Island,5665_12,5665,12,2019-10-30,520563
Staten Island,5665_12,5665,12,2021-04-06,807000
Queens,10353_189,10353,189,2019-08-28,360000
Queens,10353_189,10353,189,2020-01-31,575000
Queens,13031_4,13031,4,2019-08-28,370000
Queens,13031_4,13031,4,2020-03-27,550000
Queens,13161_50,13161,50,2019-08-28,320000
Queens,13161_50,13161,50,2020-09-01,579000
Queens,10422_52,10422,52,2019-08-28,385000
Queens,10422_52,10422,52,2020-01-21,660000
Brooklyn,3517_25,3517,25,2019-08-29,313333
Brooklyn,3517_25,3517,25,2020-06-23,579000
Queens,12901_377,12901,377,2019-08-29,439000
Queens,12901_377,12901,377,2020-12-21,680000
Queens,13183_25,13183,25,2019-08-29,410500
Queens,13183_25,13183,25,2020-02-04,715000
Staten Island,1605_146,1605,146,2019-08-29,390000
Staten Island,1605_146,1605,146,2020-04-03,585000
Staten Island,5487_194,5487,194,2019-08-29,378300
Staten Island,5487_194,5487,194,2020-02-12,618000
Queens,7320_71,7320,71,2019-08-30,512000
Queens,7320_71,7320,71,2020-12-08,755000
