borough,uid,block,lot,SALE DATE,sale_price
Staten Island,237_4,237,4,2018-11-07,278850
Staten Island,237_4,237,4,2019-10-11,470000
Brooklyn,7853_21,7853,21,2018-11-08,463356
Brooklyn,7853_21,7853,21,2019-04-03,357850
Brooklyn,7853_21,7853,21,2019-09-09,571000
Queens,1697_51,1697,51,2018-11-08,450000
Queens,1697_51,1697,51,2019-01-24,715000
Queens,1697_51,1697,51,2020-03-04,970000
Queens,12395_18,12395,18,2018-11-08,415000
Queens,12395_18,12395,18,2020-07-24,999000
Staten Island,4477_63,4477,63,2018-11-08,302000
Staten Island,4477_63,4477,63,2019-04-16,275000
Staten Island,4477_63,4477,63,2019-08-23,415000
Brooklyn,7731_12,7731,12,2018-11-09,290000
Brooklyn,7731_12,7731,12,2019-08-30,610000
Manhattan,142_1894,142,1894,2018-11-12,6694993
Manhattan,142_1894,142,1894,2019-01-29,4400000
Queens,12590_11,12590,11,2018-11-12,340000
Queens,12590_11,12590,11,2020-08-21,625000
Queens,12017_36,12017,36,2018-11-13,305000
Queens,12017_36,12017,36,2019-05-16,570500
Staten Island,4417_19,4417,19,2018-11-13,435000
Staten Island,4417_19,4417,19,2019-07-03,745000
Brooklyn,4952_21,4952,21,2018-11-15,275000
Brooklyn,4952_21,4952,21,2019-07-29,610000
Queens,8643_23,8643,23,2018-11-15,435000
Queens,8643_23,8643,23,2019-06-28,635000
Queens,9710_89,9710,89,2018-11-15,300000
Queens,9710_89,9710,89,2019-05-13,715000
Queens,12863_42,12863,42,2018-11-15,320000
Queens,12863_42,12863,42,2019-05-31,625000
Staten Island,684_275,684,275,2018-11-15,1525805
Staten Island,684_275,684,275,2019-10-16,926608
Staten Island,684_275,684,275,2021-05-11,1300000
Brooklyn,4944_24,4944,24,2018-11-16,275000
Brooklyn,4944_24,4944,24,2019-12-05,749000
Brooklyn,4797_47,4797,47,2018-11-19,289750
Brooklyn,4797_47,4797,47,2019-04-15,500000
Brooklyn,4797_47,4797,47,2019-08-29,800000
Queens,1090_63,1090,63,2018-11-19,350000
Queens,1090_63,1090,63,2019-05-14,720000
Queens,10885_33,10885,33,2018-11-19,345000
Queens,10885_33,10885,33,2019-02-12,499999
Queens,6718_178,6718,178,2018-11-19,480000
Queens,6718_178,6718,178,2019-04-10,660000
Queens,12167_48,12167,48,2018-11-19,286000
Queens,12167_48,12167,48,2019-01-25,495000
Queens,10965_276,10965,276,2018-11-19,310000
Queens,10965_276,10965,276,2019-04-30,510000
Staten Island,5297_13,5297,13,2018-11-20,382500
Staten Island,5297_13,5297,13,2020-01-03,572000
Staten Island,795_104,795,104,2018-11-20,420000
Staten Island,795_104,795,104,2019-11-22,629000
Bronx,4781_60,4781,60,2018-11-26,267000
Bronx,4781_60,4781,60,2019-02-19,495000
Staten Island,4051_113,4051,113,2018-11-26,325000
Staten Island,4051_113,4051,113,2019-08-02,566000
Queens,12898_180,12898,180,2018-11-27,268000
Queens,12898_180,12898,180,2020-12-08,750000
Queens,12186_55,12186,55,2018-11-27,320000
Queens,12186_55,12186,55,2020-01-24,550000
Queens,12186_55,12186,55,2022-09-02,600000
Queens,12527_80,12527,80,2018-11-27,340000
Queens,12527_80,12527,80,2019-05-24,625000
Staten Island,3535_36,3535,36,2018-11-27,354900
Staten Island,3535_36,3535,36,2019-05-15,549000
Brooklyn,3811_128,3811,128,2018-11-28,395500
Brooklyn,3811_128,3811,128,2020-06-18,999000
Brooklyn,4980_30,4980,30,2018-11-28,425000
Brooklyn,4980_30,4980,30,2019-04-22,650000
Queens,11686_53,11686,53,2018-11-28,510400
Queens,11686_53,11686,53,2019-07-25,451507
Queens,11686_53,11686,53,2020-05-28,671000
Bronx,4666_30,4666,30,2018-11-28,292500
Bronx,4666_30,4666,30,2019-05-15,462000
Staten Island,1102_40,1102,40,2018-11-28,579761
Staten Island,1102_40,1102,40,2019-03-20,265000
Staten Island,1102_40,1102,40,2019-08-08,399000
Queens,11999_38,11999,38,2018-11-29,325000
Queens,11999_38,11999,38,2019-09-27,580000
Queens,12351_122,12351,122,2018-11-29,300000
Queens,12351_122,12351,122,2019-05-20,590000
Queens,12271_26,12271,26,2018-11-29,415000
Queens,12271_26,12271,26,2019-08-01,940000
Queens,12624_24,12624,24,2018-11-29,415000
Queens,12624_24,12624,24,2019-03-28,620000
Queens,10232_38,10232,38,2018-11-30,290000
Queens,10232_38,10232,38,2019-08-07,495000
Queens,12201_66,12201,66,2018-12-03,295000
Queens,12201_66,12201,66,2019-12-27,490000
Queens,13556_23,13556,23,2018-12-04,346000
Queens,13556_23,13556,23,2019-10-31,637000
Staten Island,6975_119,6975,119,2018-12-04,825000
Staten Island,6975_119,6975,119,2019-06-11,499000
Queens,10785_23,10785,23,2018-12-05,417000
Queens,10785_23,10785,23,2019-11-14,595000
Queens,13482_17,13482,17,2018-12-05,300000
Queens,13482_17,13482,17,2019-04-23,499999
Queens,11754_47,11754,47,2018-12-05,359970
Queens,11754_47,11754,47,2019-05-14,655000
Staten Island,3563_26,3563,26,2018-12-05,410000
Staten Island,3563_26,3563,26,2019-08-29,620000
Queens,10638_22,10638,22,2018-12-06,360500
Queens,10638_22,10638,22,2019-08-02,578500
Staten Island,5674_75,5674,75,2018-12-06,304200
Staten Island,5674_75,5674,75,2020-08-17,560000
Staten Island,4265_32,4265,32,2018-12-06,680917
Staten Island,4265_32,4265,32,2019-03-28,461370
Queens,12640_41,12640,41,2018-12-10,290000
Queens,12640_41,12640,41,2019-10-07,495000
Queens,10643_16,10643,16,2018-12-11,275000
Queens,10643_16,10643,16,2019-06-18,640000
Queens,11978_12,11978,12,2018-12-11,315000
Queens,11978_12,11978,12,2019-10-23,530000
Brooklyn,8755_88,8755,88,2018-12-12,595000
Brooklyn,8755_88,8755,88,2019-09-18,838250
Queens,3034_19,3034,19,2018-12-12,425000
Queens,3034_19,3034,19,2019-06-25,619250
Queens,11934_45,11934,45,2018-12-12,335000
Queens,11934_45,11934,45,2020-09-23,610000
Bronx,2965_218,2965,218,2018-12-12,295074
Bronx,2965_218,2965,218,2019-10-30,412000
Bronx,2965_218,2965,218,2021-04-19,472000
Brooklyn,4050_140,4050,140,2018-12-13,317000
Brooklyn,4050_140,4050,140,2019-04-23,525000
Brooklyn,4164_11,4164,11,2018-12-13,350000
Brooklyn,4164_11,4164,11,2019-07-24,640000
Queens,13108_43,13108,43,2018-12-13,350000
Queens,13108_43,13108,43,2019-03-26,596900
Queens,12371_319,12371,319,2018-12-13,380000
Queens,12371_319,12371,319,2019-04-30,600000
Queens,5787_1_1258,5787,1,2018-12-14,255000
Queens,5787_1_1258,5787,1,2019-09-03,385000
Queens,10347_73,10347,73,2018-12-14,265500
Queens,10347_73,10347,73,2019-06-17,625000
Queens,7942_27,7942,27,2018-12-14,640300
Queens,7942_27,7942,27,2019-03-22,457821
Queens,7942_27,7942,27,2021-03-02,785000
Queens,12703_7,12703,7,2018-12-14,320000
Queens,12703_7,12703,7,2019-11-26,690000
Staten Island,53_46,53,46,2018-12-14,270000
Staten Island,53_46,53,46,2019-11-21,593000
Queens,13200_12,13200,12,2018-12-17,385000
Queens,13200_12,13200,12,2019-10-16,557500
Queens,12458_375,12458,375,2018-12-17,420000
Queens,12458_375,12458,375,2019-08-13,945000
Bronx,3866_64,3866,64,2018-12-17,265000
Bronx,3866_64,3866,64,2019-08-19,448000
Staten Island,761_33,761,33,2018-12-17,449000
Staten Island,761_33,761,33,2019-08-12,645000
Queens,8995_9,8995,9,2018-12-18,460000
Queens,8995_9,8995,9,2019-09-25,625000
Queens,10951_123,10951,123,2018-12-18,406614
Queens,10951_123,10951,123,2019-04-15,609000
Bronx,4530_18,4530,18,2018-12-18,345000
Bronx,4530_18,4530,18,2019-05-10,510000
Staten Island,6055_25,6055,25,2018-12-18,554069
Staten Island,6055_25,6055,25,2020-11-10,315815
Staten Island,6055_25,6055,25,2022-09-08,578000
Bronx,4934_134,4934,134,2018-12-19,295000
Bronx,4934_134,4934,134,2019-05-16,550000
Staten Island,6236_37,6236,37,2018-12-19,315000
Staten Island,6236_37,6236,37,2020-07-01,797000
Staten Island,7702_140,7702,140,2018-12-19,510000
Staten Island,7702_140,7702,140,2019-12-20,690000
Queens,12041_122,12041,122,2018-12-20,325000
Queens,12041_122,12041,122,2019-06-18,495000
Queens,4670_29,4670,29,2018-12-20,535000
Queens,4670_29,4670,29,2020-01-16,750000
Queens,12349_19,12349,19,2018-12-21,290000
Queens,12349_19,12349,19,2020-06-25,510000
Bronx,5923_1175,5923,1175,2018-12-21,857000
Bronx,5923_1175,5923,1175,2019-10-15,1600000
Bronx,4855_68,4855,68,2018-12-21,335000
Bronx,4855_68,4855,68,2019-12-02,816000
Staten Island,5678_47,5678,47,2018-12-21,325000
Staten Island,5678_47,5678,47,2019-08-21,576500
Staten Island,223_45,223,45,2018-12-21,550000
Staten Island,223_45,223,45,2022-09-28,380000
Staten Island,223_45,223,45,2023-07-24,675000
Brooklyn,7895_24,7895,24,2018-12-26,330000
Brooklyn,7895_24,7895,24,2019-04-17,510000
Queens,11774_554,11774,554,2018-12-27,335000
Queens,11774_554,11774,554,2020-01-13,600000
Queens,12702_3,12702,3,2018-12-27,350000
Queens,12702_3,12702,3,2019-12-04,580000
Bronx,4864_72,4864,72,2018-12-27,315000
Bronx,4864_72,4864,72,2019-11-27,490000
Bronx,4873_62,4873,62,2018-12-27,325000
Bronx,4873_62,4873,62,2019-05-09,508000
Staten Island,6240_126,6240,126,2018-12-27,1523844
Staten Island,6240_126,6240,126,2021-08-24,1000000
Staten Island,6240_126,6240,126,2022-10-31,1590000
Queens,3069_127,3069,127,2018-12-28,350000
Queens,3069_127,3069,127,2019-09-06,525000
Brooklyn,5136_66,5136,66,2018-12-31,1300000
Brooklyn,5136_66,5136,66,2020-01-27,2250000
Queens,13463_40,13463,40,2019-01-04,512275
Queens,13463_40,13463,40,2019-11-14,325000
Queens,13463_40,13463,40,2020-08-28,703000
Queens,13323_37,13323,37,2019-01-07,446000
Queens,13323_37,13323,37,2021-06-09,991000
Bronx,5047_40,5047,40,2019-01-07,335000
Bronx,5047_40,5047,40,2019-09-03,499000
Manhattan,2164_1019,2164,1019,2019-01-08,405000
Manhattan,2164_1019,2164,1019,2020-01-15,725000
Brooklyn,2348_1246,2348,1246,2019-01-08,4259949
Brooklyn,2348_1246,2348,1246,2019-03-20,1350000
Bronx,4833_24,4833,24,2019-01-08,300000
Bronx,4833_24,4833,24,2019-06-05,520000
Queens,11280_67,11280,67,2019-01-10,300000
Queens,11280_67,11280,67,2019-07-16,485000
Queens,13084_148,13084,148,2019-01-10,255000
Queens,13084_148,13084,148,2019-10-30,940000
Queens,13470_74,13470,74,2019-01-10,269500
Queens,13470_74,13470,74,2019-07-02,480000
Queens,11289_46,11289,46,2019-01-11,305000
Queens,11289_46,11289,46,2021-03-05,640000
Bronx,4875_49,4875,49,2019-01-11,305000
Bronx,4875_49,4875,49,2019-11-27,530000
Queens,3845_66,3845,66,2019-01-15,455000
Queens,3845_66,3845,66,2019-05-10,775000
Queens,12350_19,12350,19,2019-01-15,278000
Queens,12350_19,12350,19,2019-09-10,545000
Queens,12287_104,12287,104,2019-01-15,430000
Queens,12287_104,12287,104,2019-09-27,949000
Queens,12668_18,12668,18,2019-01-15,385000
Queens,12668_18,12668,18,2019-07-09,615000
Queens,11061_42,11061,42,2019-01-15,346029
Queens,11061_42,11061,42,2021-03-30,965000
Staten Island,6021_266,6021,266,2019-01-16,352746
Staten Island,6021_266,6021,266,2020-10-28,307000
Staten Island,6021_266,6021,266,2022-03-07,600000
Queens,12930_104,12930,104,2019-01-17,280000
Queens,12930_104,12930,104,2020-03-09,572917
Queens,9279_64,9279,64,2019-01-17,390000
Queens,9279_64,9279,64,2020-06-26,650000
Queens,14048_103,14048,103,2019-01-18,485000
Queens,14048_103,14048,103,2020-03-31,855000
Queens,11670_5,11670,5,2019-01-18,362900
Queens,11670_5,11670,5,2019-07-22,630000
Queens,11670_5,11670,5,2022-04-22,745000
Queens,12665_1,12665,1,2019-01-18,396000
Queens,12665_1,12665,1,2019-06-20,630000
Queens,12983_18,12983,18,2019-01-18,350000
Queens,12983_18,12983,18,2019-06-24,640000
Brooklyn,3956_8,3956,8,2019-01-22,380000
Brooklyn,3956_8,3956,8,2019-08-16,700000
Staten Island,7887_29,7887,29,2019-01-22,450000
Staten Island,7887_29,7887,29,2020-03-02,710000
Brooklyn,8633_13,8633,13,2019-01-23,850000
Brooklyn,8633_13,8633,13,2020-09-03,1855000
Queens,13177_4,13177,4,2019-01-23,500000
Queens,13177_4,13177,4,2019-08-09,690000
Brooklyn,2135_2007,2135,2007,2019-01-25,763688
Brooklyn,2135_2007,2135,2007,2020-06-16,1525000
Queens,8242_14,8242,14,2019-01-28,965000
Queens,8242_14,8242,14,2021-08-23,252500
Queens,10634_70,10634,70,2019-01-28,390000
Queens,10634_70,10634,70,2019-06-05,680000
Queens,10853_50,10853,50,2019-01-30,300000
Queens,10853_50,10853,50,2021-09-02,1180000
Queens,13224_7,13224,7,2019-01-31,400000
Queens,13224_7,13224,7,2019-08-08,570000
Bronx,4557_16,4557,16,2019-01-31,327500
Bronx,4557_16,4557,16,2019-10-31,490000
Bronx,5436_5,5436,5,2019-01-31,335000
Bronx,5436_5,5436,5,2019-10-22,560000
Queens,1387_53,1387,53,2019-02-01,327631
Queens,1387_53,1387,53,2021-04-23,885000
Queens,10186_10,10186,10,2019-02-01,340000
Queens,10186_10,10186,10,2019-08-15,635000
Staten Island,5026_129,5026,129,2019-02-01,465545
Staten Island,5026_129,5026,129,2021-03-16,441000
Staten Island,5026_129,5026,129,2021-10-07,650000
Brooklyn,5031_57,5031,57,2019-02-05,1202000
Brooklyn,5031_57,5031,57,2021-02-18,2790000
Queens,11238_48,11238,48,2019-02-05,370000
Queens,11238_48,11238,48,2019-05-30,680000
Queens,10907_44,10907,44,2019-02-06,499371
Queens,10907_44,10907,44,2019-08-23,425880
Queens,10907_44,10907,44,2020-11-16,650000
Queens,10964_131,10964,131,2019-02-06,302000
Queens,10964_131,10964,131,2019-06-07,550000
Queens,12874_40,12874,40,2019-02-07,330000
Queens,12874_40,12874,40,2019-08-15,665000
Queens,13330_47,13330,47,2019-02-07,280000
Queens,13330_47,13330,47,2020-03-20,960000
Queens,11327_59,11327,59,2019-02-08,315000
Queens,11327_59,11327,59,2019-06-28,560000
Queens,3004_21,3004,21,2019-02-08,269302
Queens,3004_21,3004,21,2019-07-18,750000
Queens,11974_20,11974,20,2019-02-11,295000
Queens,11974_20,11974,20,2019-05-29,525000
Brooklyn,4943_10,4943,10,2019-02-12,350000
Brooklyn,4943_10,4943,10,2020-03-11,589000
Brooklyn,5373_23,5373,23,2019-02-12,900000
Brooklyn,5373_23,5373,23,2021-04-21,1750000
Queens,7360_40,7360,40,2019-02-12,650000
Queens,7360_40,7360,40,2020-12-21,1107856
Queens,7360_40,7360,40,2022-09-02,599399
Queens,10629_13,10629,13,2019-02-14,266000
Queens,10629_13,10629,13,2019-05-30,545000
Queens,11896_10,11896,10,2019-02-18,605000
Queens,11896_10,11896,10,2019-11-06,995000
Brooklyn,6838_7,6838,7,2019-02-19,390000
Brooklyn,6838_7,6838,7,2020-03-20,720000
Queens,12370_38,12370,38,2019-02-19,290000
Queens,12370_38,12370,38,2020-06-10,460000
Queens,12686_78,12686,78,2019-02-19,476768
Queens,12686_78,12686,78,2020-02-26,381771
Queens,12686_78,12686,78,2020-06-24,630000
Queens,12702_54,12702,54,2019-02-19,345000
Queens,12702_54,12702,54,2019-05-20,335000
Queens,12702_54,12702,54,2019-12-23,583500
Queens,12702_54,12702,54,2022-04-14,700000
Brooklyn,5643_71,5643,71,2019-02-20,912500
Brooklyn,5643_71,5643,71,2020-06-17,1865500
Brooklyn,7841_5,7841,5,2019-02-20,400000
Brooklyn,7841_5,7841,5,2019-10-18,655000
Brooklyn,1514_1009,1514,1009,2019-02-20,570000
Brooklyn,1514_1009,1514,1009,2020-02-24,830000
Queens,12546_316,12546,316,2019-02-20,410000
Queens,12546_316,12546,316,2019-05-31,630000
Bronx,3509_38,3509,38,2019-02-20,275000
Bronx,3509_38,3509,38,2019-12-18,385000
Bronx,3509_38,3509,38,2020-12-17,550000
Bronx,4983_70,4983,70,2019-02-21,330000
Bronx,4983_70,4983,70,2019-07-25,495000
Bronx,5469_33,5469,33,2019-02-21,488000
Bronx,5469_33,5469,33,2021-06-16,436020
Bronx,5469_33,5469,33,2021-12-21,649000
Staten Island,5375_11,5375,11,2019-02-21,365000
Staten Island,5375_11,5375,11,2019-06-13,555000
Staten Island,1065_148,1065,148,2019-02-21,310000
Staten Island,1065_148,1065,148,2019-07-09,430000
Queens,9960_33,9960,33,2019-02-22,300000
Queens,9960_33,9960,33,2019-09-23,760000
Queens,12164_7,12164,7,2019-02-22,252000
Queens,12164_7,12164,7,2019-09-05,505000
Queens,12267_8,12267,8,2019-02-22,320000
Queens,12267_8,12267,8,2019-12-30,505000
Staten Island,5152_53,5152,53,2019-02-22,275000
Staten Island,5152_53,5152,53,2019-06-13,495000
Queens,12040_129,12040,129,2019-02-25,657906
Queens,12040_129,12040,129,2020-01-09,281000
Queens,12040_129,12040,129,2023-05-08,649000
Queens,12226_1,12226,1,2019-02-25,300000
Queens,12226_1,12226,1,2019-05-29,407000
Staten Island,6840_4,6840,4,2019-02-25,410000
Staten Island,6840_4,6840,4,2019-10-15,625000
Bronx,4638_43,4638,43,2019-02-26,355000
Bronx,4638_43,4638,43,2019-10-02,860000
Brooklyn,1706_11,1706,11,2019-02-28,625000
Brooklyn,1706_11,1706,11,2020-04-24,999000
Queens,4995_1042,4995,1042,2019-02-28,292663
Queens,4995_1042,4995,1042,2021-11-04,678000
Queens,11234_166,11234,166,2019-02-28,375000
Queens,11234_166,11234,166,2019-07-11,605000
Queens,12537_75,12537,75,2019-02-28,350000
Queens,12537_75,12537,75,2020-03-20,965000
Queens,12679_8,12679,8,2019-02-28,335000
Queens,12679_8,12679,8,2019-10-23,670000
Queens,12479_41,12479,41,2019-03-01,319600
Queens,12479_41,12479,41,2020-01-14,880000
Queens,12479_41,12479,41,2021-11-18,1055000
Queens,13687_33,13687,33,2019-03-04,445000
Queens,13687_33,13687,33,2020-03-13,934888
Bronx,4078_29,4078,29,2019-03-04,285000
Bronx,4078_29,4078,29,2019-07-31,510000
Bronx,4580_48,4580,48,2019-03-06,324480
Bronx,4580_48,4580,48,2019-06-28,499000
Queens,13627_4,13627,4,2019-03-07,410000
Queens,13627_4,13627,4,2020-08-26,1123000
Staten Island,571_65,571,65,2019-03-07,351000
Staten Island,571_65,571,65,2019-12-23,610000
Brooklyn,7883_61,7883,61,2019-03-08,440000
Brooklyn,7883_61,7883,61,2019-11-15,650000
Queens,11726_31,11726,31,2019-03-08,450000
Queens,11726_31,11726,31,2019-12-11,700000
Manhattan,721_1008_12c,721,1008,2019-03-11,520000
Manhattan,721_1008_12c,721,1008,2021-04-22,1375000
Queens,10081_17,10081,17,2019-03-11,392000
Queens,10081_17,10081,17,2019-07-30,605000
Queens,12452_11,12452,11,2019-03-11,270000
Queens,12452_11,12452,11,2019-10-24,670000
Queens,12295_29,12295,29,2019-03-12,268000
Queens,12295_29,12295,29,2019-10-10,615000
Queens,7832_83,7832,83,2019-03-13,362000
Queens,7832_83,7832,83,2022-05-13,998000
Queens,11174_35,11174,35,2019-03-13,375000
Queens,11174_35,11174,35,2019-07-22,648000
Manhattan,1534_129_3a,1534,129,2019-03-15,260000
Manhattan,1534_129_3a,1534,129,2021-11-09,595000
Queens,11158_49,11158,49,2019-03-15,365000
Queens,11158_49,11158,49,2019-07-29,590000
Queens,10129_50,10129,50,2019-03-15,333000
Queens,10129_50,10129,50,2019-09-06,548000
Queens,12896_111,12896,111,2019-03-18,395000
Queens,12896_111,12896,111,2019-07-12,550000
Queens,8997_40,8997,40,2019-03-18,382500
Queens,8997_40,8997,40,2021-07-24,446160
Queens,8997_40,8997,40,2021-12-29,750000
Queens,11140_136,11140,136,2019-03-18,450000
Queens,11140_136,11140,136,2019-09-24,620000
Brooklyn,3931_15,3931,15,2019-03-19,320000
Brooklyn,3931_15,3931,15,2020-03-05,835000
Brooklyn,8946_922,8946,922,2019-03-19,743561
Brooklyn,8946_922,8946,922,2019-04-12,387020
Brooklyn,8946_922,8946,922,2020-01-10,415000
Queens,1447_61,1447,61,2019-03-19,821750
Queens,1447_61,1447,61,2021-08-18,1862500
Staten Island,3641_43,3641,43,2019-03-19,441000
Staten Island,3641_43,3641,43,2020-09-09,760000
Queens,10414_18,10414,18,2019-03-20,285000
Queens,10414_18,10414,18,2020-03-19,665000
Queens,5802_20,5802,20,2019-03-21,750000
Queens,5802_20,5802,20,2020-12-15,1480000
Queens,12458_384,12458,384,2019-03-21,435000
Queens,12458_384,12458,384,2019-09-27,940000
Staten Island,636_4,636,4,2019-03-21,401661
Staten Island,636_4,636,4,2020-05-07,253250
Staten Island,636_4,636,4,2021-08-19,585000
Queens,11226_27,11226,27,2019-03-22,280000
Queens,11226_27,11226,27,2020-02-28,615000
Brooklyn,4976_54,4976,54,2019-03-26,675343
Brooklyn,4976_54,4976,54,2019-12-13,440000
Brooklyn,4976_54,4976,54,2020-08-28,660000
Queens,12474_18,12474,18,2019-03-28,380000
Queens,12474_18,12474,18,2020-03-27,542500
Staten Island,1039_124,1039,124,2019-03-28,300000
Staten Island,1039_124,1039,124,2019-11-14,530000
Queens,10866_60,10866,60,2019-03-29,354500
Queens,10866_60,10866,60,2020-02-07,640000
Queens,13207_57,13207,57,2019-03-29,395000
Queens,13207_57,13207,57,2019-12-05,600000
Queens,10409_28,10409,28,2019-03-29,267000
Queens,10409_28,10409,28,2020-04-22,607700
Queens,1156_1,1156,1,2019-03-29,760000
Queens,1156_1,1156,1,2020-09-10,1215000
Queens,1156_82,1156,82,2019-03-29,540000
Queens,1156_82,1156,82,2020-11-04,957000
Brooklyn,6956_35,6956,35,2019-04-02,272000
Brooklyn,6956_35,6956,35,2020-01-06,623000
Queens,12282_64,12282,64,2019-04-02,435000
Queens,12282_64,12282,64,2020-03-18,966000
Staten Island,3633_1,3633,1,2019-04-02,320000
Staten Island,3633_1,3633,1,2019-05-30,465000
Staten Island,3633_1,3633,1,2021-04-19,530000
Staten Island,3633_1,3633,1,2022-02-16,535000
Queens,2469_17,2469,17,2019-04-03,361000
Queens,2469_17,2469,17,2020-08-11,870000
Queens,12895_72,12895,72,2019-04-03,390000
Queens,12895_72,12895,72,2019-09-27,645000
Queens,1497_55,1497,55,2019-04-04,543400
Queens,1497_55,1497,55,2020-02-06,1055000
Queens,11695_42,11695,42,2019-04-04,315000
Queens,11695_42,11695,42,2020-01-31,478900
Staten Island,1212_94,1212,94,2019-04-04,258000
Staten Island,1212_94,1212,94,2019-07-26,425000
Staten Island,1212_94,1212,94,2019-11-25,585000
Queens,11328_50,11328,50,2019-04-05,410000
Queens,11328_50,11328,50,2019-07-31,665000
Queens,12905_10,12905,10,2019-04-08,400000
Queens,12905_10,12905,10,2019-10-15,670000
Queens,13552_54,13552,54,2019-04-08,395000
Queens,13552_54,13552,54,2020-04-08,789000
Queens,2919_73,2919,73,2019-04-09,520000
Queens,2919_73,2919,73,2019-06-19,748000
Queens,12861_66,12861,66,2019-04-11,365000
Queens,12861_66,12861,66,2020-07-29,715000
Queens,9184_40,9184,40,2019-04-11,360000
Queens,9184_40,9184,40,2019-08-15,650000
Queens,11758_17,11758,17,2019-04-11,370000
Queens,11758_17,11758,17,2020-03-27,578000
Bronx,4741_27,4741,27,2019-04-11,335000
Bronx,4741_27,4741,27,2020-04-07,527000
Manhattan,2215_389,2215,389,2019-04-12,375000
Manhattan,2215_389,2215,389,2019-11-19,710000
Manhattan,2215_389,2215,389,2021-07-22,940000
Queens,12210_65,12210,65,2019-04-12,300000
Queens,12210_65,12210,65,2019-12-05,550000
Queens,8765_5,8765,5,2019-04-15,500000
Queens,8765_5,8765,5,2019-10-24,698000
Queens,13192_223,13192,223,2019-04-15,375000
Queens,13192_223,13192,223,2019-10-21,575000
Queens,12362_54,12362,54,2019-04-15,423000
Queens,12362_54,12362,54,2019-11-06,890000
Queens,11961_43,11961,43,2019-04-15,380000
Queens,11961_43,11961,43,2019-11-25,635000
Bronx,3063_53,3063,53,2019-04-15,1200000
Bronx,3063_53,3063,53,2020-06-16,2300000
Staten Island,2620_320,2620,320,2019-04-16,278850
Staten Island,2620_320,2620,320,2019-09-23,420000
Staten Island,84_22,84,22,2019-04-17,285000
Staten Island,84_22,84,22,2019-09-25,470000
Staten Island,457_258,457,258,2019-04-17,310000
Staten Island,457_258,457,258,2021-08-11,665000
Manhattan,504_39_5,504,39,2019-04-18,850000
Manhattan,504_39_5,504,39,2022-08-24,11844961
Manhattan,504_39_20,504,39,2019-04-18,835000
Manhattan,504_39_20,504,39,2022-08-24,11844961
Brooklyn,5983_83,5983,83,2019-04-18,425000
Brooklyn,5983_83,5983,83,2020-11-10,970000
Queens,728_31,728,31,2019-04-18,327500
Queens,728_31,728,31,2019-07-29,850000
Queens,12108_65,12108,65,2019-04-18,280000
Queens,12108_65,12108,65,2019-12-04,530000
Queens,12580_158,12580,158,2019-04-18,360000
Queens,12580_158,12580,158,2019-07-25,620000
Staten Island,5533_206,5533,206,2019-04-18,410000
Staten Island,5533_206,5533,206,2019-09-09,585000
Brooklyn,7883_75,7883,75,2019-04-19,410000
Brooklyn,7883_75,7883,75,2019-12-19,682000
Manhattan,1055_38_2b,1055,38,2019-04-22,420000
Manhattan,1055_38_2b,1055,38,2020-07-29,620000
Queens,6937_151,6937,151,2019-04-22,530000
Queens,6937_151,6937,151,2019-10-31,760000
Queens,6537_28_446b,6537,28,2019-04-24,8174700
Queens,6537_28_446b,6537,28,2021-02-17,260000
Queens,6537_28_437b,6537,28,2019-04-24,8174700
Queens,6537_28_437b,6537,28,2021-08-30,265000
Queens,6540_3_286b,6540,3,2019-04-24,8174700
Queens,6540_3_286b,6540,3,2021-07-14,363000
Queens,6540_3_263b,6540,3,2019-04-24,8174700
Queens,6540_3_263b,6540,3,2021-02-17,265000
Queens,6542_3_233a,6542,3,2019-04-24,8174700
Queens,6542_3_233a,6542,3,2022-06-16,375000
Queens,6542_3_168a,6542,3,2019-04-24,8174700
Queens,6542_3_168a,6542,3,2023-04-13,368000
Queens,6542_3_169b,6542,3,2019-04-24,8174700
Queens,6542_3_169b,6542,3,2021-05-12,265000
Queens,6542_3_228b,6542,3,2019-04-24,8174700
Queens,6542_3_228b,6542,3,2021-05-12,273780
Queens,6542_3_230a,6542,3,2019-04-24,8174700
Queens,6542_3_230a,6542,3,2023-05-16,272500
Queens,6656_63_42a,6656,63,2019-04-24,8174700
Queens,6656_63_42a,6656,63,2021-09-27,360000
Queens,6656_63_48a,6656,63,2019-04-24,8174700
Queens,6656_63_48a,6656,63,2020-07-14,263640
Queens,6656_63_73a,6656,63,2019-04-24,8174700
Queens,6656_63_73a,6656,63,2023-06-27,368000
Queens,6656_63_83b,6656,63,2019-04-24,8174700
Queens,6656_63_83b,6656,63,2023-01-24,365556
Queens,9699_50,9699,50,2019-04-24,450000
Queens,9699_50,9699,50,2020-01-24,628000
Queens,9501_25,9501,25,2019-04-25,287000
Queens,9501_25,9501,25,2020-03-23,580000
Queens,9501_25,9501,25,2023-06-22,638295
Queens,12220_22,12220,22,2019-04-25,275000
Queens,12220_22,12220,22,2020-09-23,965000
Queens,12525_23,12525,23,2019-04-25,350000
Queens,12525_23,12525,23,2019-10-02,560000
Brooklyn,5203_25,5203,25,2019-04-30,1460000
Brooklyn,5203_25,5203,25,2021-06-07,3250000
Brooklyn,5203_25,5203,25,2022-07-08,3420000
Queens,10638_18,10638,18,2019-04-30,303690
