address,apartment_number,block,gross_square_feet,lot,neighborhood,sale_date,sale_price,year_built
"545 WEST 111TH STREET, 1G                ",            ,1883,0.0,1002,Upper West Side (96-116),2013-09-03,618500,1930.0
"301 WEST 108 STREET, 11B                 ",            ,1893,0.0,1002,Upper West Side (96-116),2013-01-25,599000,1920.0
"300 WEST 109TH STREET, 6H                ",            ,1893,0.0,1002,Upper West Side (96-116),2013-07-12,522500,1920.0
"300 WEST 109TH STREET, 7-L               ",            ,1893,0.0,1002,Upper West Side (96-116),2013-08-01,449000,1920.0
"301 WEST 108TH STREET, 9D                ",            ,1893,0.0,1002,Upper West Side (96-116),2013-09-16,1425000,1920.0
"301 WEST 108, 4E                         ",            ,1893,0.0,1002,Upper West Side (96-116),2013-09-23,910000,1920.0
"301 WEST 108TH STREET, 1J                ",            ,1893,0.0,1002,Upper West Side (96-116),2013-10-22,470000,1920.0
"600 WEST 111TH STREET, 13D               ",            ,1894,0.0,1002,Upper West Side (96-116),2013-11-18,1610000,1926.0
"600 WEST 111, 12F                        ",            ,1894,0.0,1002,Upper West Side (96-116),2013-12-23,1305000,1926.0
"2931 BROADWAY, RES                       ",            ,1896,0.0,1002,Upper West Side (96-116),2013-02-12,1800000,1911.0
"600 WEST 115 STREET, RES                 ",            ,1896,0.0,1002,Upper West Side (96-116),2013-10-11,775000,1911.0
"474 WEST 158TH STREET, 32                ",            ,2108,0.0,35,Washington Heights Lower,2013-02-06,200000,1910.0
"478 WEST 158TH STREET, 24                ",            ,2108,0.0,35,Washington Heights Lower,2013-02-20,209000,1910.0
"478 WEST 158TH STREET, 35                ",            ,2108,0.0,35,Washington Heights Lower,2013-12-09,256000,1910.0
"515 EDGECOMBE AVENUE, B/01               ",            ,2108,0.0,39,Washington Heights Lower,2013-02-13,135000,1923.0
"515 EDGECOMBE, 21                        ",            ,2108,0.0,39,Washington Heights Lower,2013-11-06,160000,1923.0
"499 WEST 158TH STREET, 44                ",            ,2108,0.0,73,Washington Heights Lower,2013-11-22,105000,1907.0
"720 WEST 173RD STREET, 49                ",            ,2139,0.0,316,Washington Heights Lower,2013-05-10,250000,1922.0
"720 WEST 173RD STREET, 31                ",            ,2139,0.0,316,Washington Heights Lower,2013-10-16,440000,1922.0
"715 WEST 180TH STREET, 1                 ",            ,2176,0.0,150,Washington Heights Upper,2013-10-01,290000,1909.0
"5 PINEHURST AVENUE, 3B                   ",            ,2177,0.0,28,Washington Heights Upper,2013-11-04,465000,1950.0
180 PINEHURST AVENUE                     ,            ,2179,0.0,168,Washington Heights Upper,2013-08-29,2300000,1927.0
"187 PINEHURST AVE., 1D                   ",            ,2179,0.0,205,Washington Heights Upper,2013-12-23,245000,1925.0
"550 FORT WASHINGTON AVEN, 2B             ",            ,2180,0.0,32,Washington Heights Upper,2013-01-08,182000,1922.0
"550 FT. WASHINGTON AVENU, 3D             ",            ,2180,0.0,32,Washington Heights Upper,2013-05-07,210000,1922.0
1 BENNETT AVENUE                         ,RES         ,2180,39762.0,1007,Washington Heights Upper,2013-04-30,11000000,1950.0
"1 BENNETT AVENUE, RES                    ",            ,2180,0.0,1007,Washington Heights Upper,2013-04-30,11000000,1950.0
"290 EAST 2ND STREET, GB                  ",            ,372,0.0,55,Alphabet City,2014-04-29,499000,1920.0
"327 EAST 3RD STREET, 5B                  ",            ,373,0.0,40,Alphabet City,2014-02-07,381000,1920.0
"327 EAST 3RD STREET, 5A                  ",            ,373,0.0,40,Alphabet City,2014-11-21,398500,1920.0
"317 EAST 3RD STREET, 9                   ",            ,373,0.0,46,Alphabet City,2014-01-03,539000,1925.0
"311 EAST 3RD STREET, 15                  ",            ,373,0.0,49,Alphabet City,2014-08-26,450000,1920.0
"311 EAST 3RD STREET, 6                   ",            ,373,0.0,49,Alphabet City,2014-10-06,360000,1920.0
"742 EAST 6TH STREET, 16                  ",            ,375,0.0,30,Alphabet City,2014-12-31,275000,1902.0
"98-100 AVENUE C, 5A                      ",            ,376,0.0,5,Alphabet City,2014-11-04,165000,1900.0
"242 EAST 7TH, PH                         ",            ,376,0.0,13,Alphabet City,2014-04-21,2200000,1905.0
"242 EAST 7TH ST, 4                       ",            ,376,0.0,13,Alphabet City,2014-06-16,1775000,1905.0
"248 EAST 7TH STREET, 19-20               ",            ,376,0.0,16,Alphabet City,2014-04-07,665000,1928.0
"241 EAST 7TH STREET, 1A                  ",            ,377,0.0,67,Alphabet City,2014-05-20,319000,1900.0
"241 EAST 7TH STREET, 5C                  ",            ,377,0.0,67,Alphabet City,2014-12-22,875000,1900.0
"414 EAST 10TH STREET, 4CD                ",            ,379,0.0,15,Alphabet City,2014-10-21,475000,1930.0
"268 EAST 4TH STREET, 3C                  ",            ,386,0.0,20,Alphabet City,2014-10-20,340000,1923.0
"610 EAST 5TH ST, 16                      ",            ,387,0.0,15,Alphabet City,2014-07-17,350000,1900.0
"55 AVENUE C, 5                           ",            ,387,0.0,37,Alphabet City,2014-07-23,695000,1900.0
"55 AVENUE C, 4                           ",            ,387,0.0,37,Alphabet City,2014-10-07,695000,1900.0
"55 AVENUE C, 3                           ",            ,387,0.0,37,Alphabet City,2014-12-12,649000,1900.0
"184 EAST 7TH STREET, 19                  ",            ,389,0.0,9,Alphabet City,2014-09-29,1040000,1900.0
"198 EAST 7TH STREET, 13                  ",            ,389,0.0,17,Alphabet City,2014-05-15,800000,1930.0
"625 EAST 6TH STREET, 2                   ",            ,389,0.0,48,Alphabet City,2014-02-06,632500,1910.0
"219 EAST 7TH STREET, 23                  ",            ,390,0.0,42,Alphabet City,2014-04-30,500000,1910.0
"219 EAST 7TH STREET, 14                  ",            ,390,0.0,42,Alphabet City,2014-07-23,430000,1910.0
"219 EAST 7 STREET, 3                     ",            ,390,0.0,42,Alphabet City,2014-12-15,410000,1910.0
"323 EAST 8TH STREET, 6B                  ",            ,391,0.0,48,Alphabet City,2014-01-27,435000,1910.0
"323 EAST 8TH STREET, 1C                  ",            ,391,0.0,48,Alphabet City,2014-02-27,285000,1910.0
"323 EAST 8TH STREET, 1B                  ",            ,391,0.0,48,Alphabet City,2014-10-03,625000,1910.0
"633 EAST 11TH STREET, 1                  ",            ,394,0.0,52,Alphabet City,2014-08-21,605000,1937.0
"634 EAST 14TH STREET, 8                  ",            ,396,0.0,20,Alphabet City,2014-02-24,307000,1920.0
"626 EAST 14TH STREET, 20                 ",            ,396,0.0,20,Alphabet City,2014-05-30,365000,1920.0
"626 EAST 14TH STREET, 7                  ",            ,396,0.0,20,Alphabet City,2014-08-19,360000,1920.0
"630 EAST 14TH STREET, 8                  ",            ,396,0.0,20,Alphabet City,2014-08-21,360000,1920.0
"185 EAST 2ND STREET, 3B                  ",            ,397,0.0,25,Alphabet City,2014-04-17,375000,1915.0
"185 EAST 2 STREET, 5A                    ",            ,397,0.0,25,Alphabet City,2014-06-05,360000,1915.0
"160 EAST 2ND STREET, 1A                  ",            ,398,0.0,58,Alphabet City,2014-07-23,335000,1950.0
"504 EAST 6TH STREET, 1                   ",            ,401,0.0,12,Alphabet City,2014-03-27,620000,1900.0
"504 EAST 6TH STREET, 4                   ",            ,401,0.0,12,Alphabet City,2014-04-22,600000,1900.0
"508 EAST 6TH STREET, 1A                  ",            ,401,0.0,14,Alphabet City,2014-11-12,597000,1900.0
"524 EAST 6TH   STREET, 6                 ",            ,401,0.0,22,Alphabet City,2014-08-04,520000,1900.0
"537 EAST 6TH   STREET, 2R                ",            ,402,0.0,47,Alphabet City,2014-09-12,1480000,1900.0
"544 EAST 11TH STREET, 4A                 ",            ,404,0.0,26,Alphabet City,2014-05-07,602500,1928.0
"544 EAST 11TH STREET, 1B                 ",            ,404,0.0,26,Alphabet City,2014-11-18,990000,1928.0
"544 EAST 11TH STREET, 3B                 ",            ,404,0.0,26,Alphabet City,2014-12-10,710000,1928.0
"527-529 EAST 12TH STREET, D3             ",            ,406,0.0,50,Alphabet City,2014-03-07,355000,1901.0
"527 EAST 12TH STREET, A4                 ",            ,406,0.0,50,Alphabet City,2014-12-04,339000,1901.0
"507 EAST 12TH   STREET, 2B               ",            ,406,0.0,61,Alphabet City,2014-08-14,603000,1900.0
"99 AVENUE B, 1B                          ",            ,389,0.0,1003,Alphabet City,2014-01-14,549000,1900.0
"99 AVENUE B, 3F                          ",            ,389,0.0,1003,Alphabet City,2014-05-06,800000,1900.0
"186 EAST 2ND STREET, 4                   ",            ,398,0.0,1102,Alphabet City,2014-12-11,335000,1920.0
"214 AVENUE A, TERR                       ",            ,407,0.0,1003,Alphabet City,2014-12-09,660000,1920.0
"405 WEST 21ST  STREET, 2F                ",            ,719,0.0,36,Chelsea,2014-03-18,585000,1900.0
"467 WEST 22ND STREET, A/B                ",            ,720,0.0,14,Chelsea,2014-06-25,5550000,1900.0
"461 WEST 22ND STREET, 1A                 ",            ,720,0.0,16,Chelsea,2014-01-27,2447000,1900.0
"428 WEST 23RD STREET, 1A                 ",            ,720,0.0,61,Chelsea,2014-08-06,2250000,1900.0
"430 WEST 23RD STREET, E                  ",            ,720,0.0,63,Chelsea,2014-01-06,1900000,1920.0
"434 WEST 23RD STREET, E                  ",            ,720,0.0,64,Chelsea,2014-09-04,1700000,1920.0
"438 WEST 23RD STREET, B                  ",            ,720,0.0,66,Chelsea,2014-06-04,2275000,1900.0
"440 WEST 23RD STREET, A                  ",            ,720,0.0,67,Chelsea,2014-11-12,2160000,1900.0
"450 WEST 23RD STREET, 5                  ",            ,720,0.0,72,Chelsea,2014-02-05,1677500,1900.0
"454 WEST 23RD ST, 4R                     ",            ,720,0.0,74,Chelsea,2014-07-30,515000,1900.0
"458 WEST 23RD STREET, GRGF               ",            ,720,0.0,76,Chelsea,2014-03-12,1703000,1900.0
"443 WEST 24TH STREET, I                  ",            ,722,0.0,13,Chelsea,2014-09-29,1160000,1900.0
"443 WEST 24, C                           ",            ,722,0.0,13,Chelsea,2014-11-05,2885000,1900.0
"408 WEST 25TH   STREET, 4FE              ",            ,722,0.0,46,Chelsea,2014-04-14,319000,1910.0
"408 WEST 25TH, 5FW                       ",            ,722,0.0,46,Chelsea,2014-05-19,250000,1910.0
"408 WEST 25TH STREET, 2RW                ",            ,722,0.0,46,Chelsea,2014-08-04,294000,1910.0
"408 WEST 25TH STREET, 3RW                ",            ,722,0.0,46,Chelsea,2014-11-17,225000,1910.0
"408 WEST 25TH STREET, 3RE                ",            ,722,0.0,46,Chelsea,2014-12-08,259000,1910.0
"410 WEST 25TH   STREET, 3A               ",            ,722,0.0,47,Chelsea,2014-08-11,700000,1910.0
"318 WEST 15TH STREET, 1AB                ",            ,738,0.0,51,Chelsea,2014-07-23,899000,1900.0
"328 WEST 17TH STREET, 3R                 ",            ,740,0.0,47,Chelsea,2014-02-03,470000,1900.0
"328 WEST 17TH STREET, 2W                 ",            ,740,0.0,47,Chelsea,2014-07-22,685000,1900.0
"332 WEST 17TH STREET, 3W                 ",            ,740,0.0,49,Chelsea,2014-11-04,475000,1900.0
"334 W 17TH ST, BE                        ",            ,740,0.0,50,Chelsea,2014-06-20,480000,1900.0
"310 WEST 18TH STREET, 5B                 ",            ,741,0.0,41,Chelsea,2014-01-29,262500,1900.0
"310 WEST 18TH STREET, 1B                 ",            ,741,0.0,41,Chelsea,2014-12-10,268000,1900.0
"314 WEST 19TH STREET, 2A                 ",            ,742,0.0,47,Chelsea,2014-03-14,655000,1920.0
"314 WEST 19TH STREET, 5B                 ",            ,742,0.0,47,Chelsea,2014-04-17,910000,1920.0
"332 WEST 19TH STREET, GRD A              ",            ,742,0.0,56,Chelsea,2014-03-12,1951000,1910.0
"340 WEST 19TH STREET, 20                 ",            ,742,0.0,60,Chelsea,2014-06-10,710000,1920.0
"162 9TH AVENUE, 1A                       ",            ,743,0.0,80,Chelsea,2014-04-28,650000,1920.0
"162 9TH AVENUE, 4A                       ",            ,743,0.0,80,Chelsea,2014-05-28,695000,1920.0
"160 NINTH AVENUE, 2F                     ",            ,743,0.0,80,Chelsea,2014-06-26,627000,1920.0
"360 WEST 20TH STREET, 3F                 ",            ,743,0.0,80,Chelsea,2014-08-20,610000,1920.0
"160 9TH AVENUE, 2R                       ",            ,743,0.0,80,Chelsea,2014-10-29,675000,1920.0
"360 WEST 21ST STREET, 4F                 ",            ,744,0.0,3,Chelsea,2014-06-16,510000,1940.0
"170 9 AVENUE, 3G                         ",            ,744,0.0,3,Chelsea,2014-10-01,720000,1940.0
"351 WEST 20TH STREET, 1                  ",            ,744,0.0,11,Chelsea,2014-02-28,1800000,1900.0
"307 WEST 20TH STREET, 3F                 ",            ,744,0.0,32,Chelsea,2014-05-15,547500,1850.0
"309 WEST 20TH STREET, 6F                 ",            ,744,0.0,32,Chelsea,2014-08-07,546000,1850.0
"307 WEST 20TH STREET, 4R                 ",            ,744,0.0,32,Chelsea,2014-09-11,550000,1850.0
"342-46 WEST 21ST STREET, 2E              ",            ,744,0.0,63,Chelsea,2014-01-10,390000,1940.0
"342-46 WEST 21ST STREET, 5D              ",            ,744,0.0,63,Chelsea,2014-07-21,315000,1940.0
"345 WEST 21ST STREET, 4A                 ",            ,745,0.0,12,Chelsea,2014-01-09,525000,1920.0
"345 WEST 21ST STREET, 2B                 ",            ,745,0.0,12,Chelsea,2014-09-19,475000,1920.0
"333 WEST 21ST STREET, FW                 ",            ,745,0.0,17,Chelsea,2014-04-01,500000,1900.0
"333 WEST 21ST STREET, 2RW                ",            ,745,0.0,17,Chelsea,2014-05-29,420000,1900.0
"325 WEST 21ST STREET, 12                 ",            ,745,0.0,21,Chelsea,2014-10-20,450000,1864.0
"325 WEST 21 STREET, 3                    ",            ,745,0.0,21,Chelsea,2014-12-09,840000,1864.0
"322 WEST 22ND STREET, 4                  ",            ,745,0.0,50,Chelsea,2014-02-26,984999,1900.0
"322 WEST 22ND   STREET, 1                ",            ,745,0.0,50,Chelsea,2014-04-24,2067500,1900.0
"354 WEST 23RD STREET, GC                 ",            ,746,0.0,71,Chelsea,2014-04-09,824000,1900.0
"354 WEST 23RD STREET, 2C                 ",            ,746,0.0,71,Chelsea,2014-04-16,385000,1900.0
"356 WEST 23RD STREET, GC                 ",            ,746,0.0,72,Chelsea,2014-10-22,835000,1910.0
"357 WEST 29 STREET, GB                   ",            ,753,0.0,6,Chelsea,2014-01-09,1210000,1921.0
"357 WEST 29TH STREET, 4B                 ",            ,753,0.0,6,Chelsea,2014-05-19,1275000,1921.0
"357 WEST 29TH STREET, 1B                 ",            ,753,0.0,6,Chelsea,2014-07-02,1862500,1921.0
"345 WEST 29TH, 1                         ",            ,753,0.0,13,Chelsea,2014-07-01,1245000,1900.0
"214 WEST 16TH STREET, 3S                 ",            ,765,0.0,52,Chelsea,2014-02-12,499000,1901.0
"228 WEST 16 STREET, 5A                   ",            ,765,0.0,59,Chelsea,2014-04-11,410000,1901.0
"234 WEST 16TH   STREET, 5B               ",            ,765,0.0,62,Chelsea,2014-02-17,450000,1915.0
"234 WEST 16TH   STREET, 3A               ",            ,765,0.0,62,Chelsea,2014-10-30,479000,1915.0
"229 WEST 16TH ST, 4C                     ",            ,766,0.0,23,Chelsea,2014-02-10,524000,1910.0
"229 WEST 16TH STREET, 1C                 ",            ,766,0.0,23,Chelsea,2014-04-11,499500,1910.0
"231 WEST 16TH STREET, 3WR                ",            ,766,0.0,23,Chelsea,2014-04-25,503000,1910.0
"227 WEST 16TH STREET, 1WR                ",            ,766,0.0,23,Chelsea,2014-04-30,525000,1910.0
"250 WEST 21ST STREET, 9                  ",            ,770,0.0,67,Chelsea,2014-03-13,596000,1910.0
"250 WEST 21 STREET, 1-2                  ",            ,770,0.0,67,Chelsea,2014-06-16,1350000,1910.0
"260 WEST 22ND STREET, 1R                 ",            ,771,0.0,71,Chelsea,2014-05-12,705000,1905.0
"260 WEST 22ND STREET, 2                  ",            ,771,0.0,71,Chelsea,2014-12-23,1250000,1905.0
"264 WEST 22ND STREET, 12                 ",            ,771,0.0,73,Chelsea,2014-05-13,380350,1920.0
"261 WEST 22ND STREET, 4                  ",            ,772,0.0,12,Chelsea,2014-07-15,550000,1917.0
"261 WEST 22ND STREET, 20                 ",            ,772,0.0,12,Chelsea,2014-10-21,795000,1917.0
"127 WEST 15TH STREET, 3F                 ",            ,791,0.0,25,Chelsea,2014-01-17,475000,1911.0
"113 WEST 15TH STREET, 3W                 ",            ,791,0.0,32,Chelsea,2014-05-01,265000,1911.0
"140 WEST 16TH STREET, 2W                 ",            ,791,0.0,68,Chelsea,2014-02-28,1975000,1915.0
"146 WEST 16 STREET, 3AB                  ",            ,791,0.0,70,Chelsea,2014-09-04,1290000,1920.0
"177 NINTH AVENUE, 5B                     ",            ,718,0.0,1004,Chelsea,2014-07-28,3703000,2008.0
"465 WEST 23RD STREET, 2H                 ",            ,721,0.0,1008,Chelsea,2014-01-08,395500,1932.0
"465 WEST 23RD   STREET, RCU1             ",            ,721,0.0,1008,Chelsea,2014-02-25,893055,1932.0
"470 WEST 24TH STREET, 8J                 ",            ,721,0.0,1008,Chelsea,2014-03-20,875000,1932.0
"470 WEST 24TH STREET, 6A                 ",            ,721,0.0,1008,Chelsea,2014-07-14,1200000,1932.0
"470 WEST 24TH STREET, 19B                ",            ,721,0.0,1008,Chelsea,2014-08-05,2300000,1932.0
"410 WEST 24TH STREET, 12K                ",            ,721,0.0,1008,Chelsea,2014-08-07,965000,1932.0
"470 WEST 24   STREET, PHB                ",            ,721,0.0,1008,Chelsea,2014-08-05,4600000,1932.0
"465 WEST 23RD   STREET, 6B               ",            ,721,0.0,1008,Chelsea,2014-08-14,540000,1932.0
"465 WEST 23RD   STREET, 3B               ",            ,721,0.0,1008,Chelsea,2014-08-08,1147500,1932.0
"470 WEST 24TH  STREET, 11A               ",            ,721,0.0,1008,Chelsea,2014-07-31,949000,1932.0
"410 WEST 24TH   STREET, 12E              ",            ,721,0.0,1008,Chelsea,2014-08-21,485000,1932.0
"465 WEST 23RD   STREET, RCU1             ",            ,721,0.0,1008,Chelsea,2014-08-29,894289,1932.0
"465 WEST 23RD   STREET, 9B               ",            ,721,0.0,1008,Chelsea,2014-09-19,1125000,1932.0
"405 WEST 23RD STREET, 9B                 ",            ,721,0.0,1008,Chelsea,2014-11-20,520000,1932.0
"410 WEST 24TH STREET, 2B                 ",            ,721,0.0,1008,Chelsea,2014-12-02,585000,1932.0
"465 WEST 23RD STREET, 8H                 ",            ,721,0.0,1008,Chelsea,2014-12-03,555000,1932.0
"465 WEST 23RD   STREET, RCU1             ",            ,721,0.0,1008,Chelsea,2014-12-19,650247,1932.0
"465 WEST 23RD   STREET, RCU1             ",            ,721,0.0,1008,Chelsea,2014-05-08,866115,1932.0
"410 WEST 24TH STREET, 12H                ",            ,721,0.0,1062,Chelsea,2014-01-30,898000,0.0
"470 WEST 24TH STREET, 12A                ",            ,721,0.0,1062,Chelsea,2014-01-29,995000,0.0
"405 WEST 23RD   STREET, 14E              ",            ,721,0.0,1062,Chelsea,2014-02-13,2100000,0.0
"410 WEST 24TH   STREET, 4F               ",            ,721,0.0,1062,Chelsea,2014-02-25,645000,0.0
"405 WEST 23RD STREET, 9K                 ",            ,721,0.0,1062,Chelsea,2014-04-11,545000,0.0
"410 WEST 24TH STREET, 2L                 ",            ,721,0.0,1062,Chelsea,2014-04-17,870000,0.0
"405 WEST 23RD   STREET, 9G               ",            ,721,0.0,1062,Chelsea,2014-05-06,545000,0.0
"405 WEST 23RD   STREET, 10HI             ",            ,721,0.0,1062,Chelsea,2014-05-22,1225000,0.0
"405 WEST 23RD   STREET, 14E              ",            ,721,0.0,1062,Chelsea,2014-04-29,1495000,0.0
"410 WEST 24TH STREET, 8C                 ",            ,721,0.0,1062,Chelsea,2014-06-24,415000,0.0
"405 WEST 23RD STREET, 7J                 ",            ,721,0.0,1062,Chelsea,2014-08-20,545000,0.0
"470 WEST 24TH STREET, 11C                ",            ,721,0.0,1062,Chelsea,2014-10-14,1998000,0.0
"465 WEST 23RD STREET, 10-B               ",            ,721,0.0,1062,Chelsea,2014-10-30,1235000,0.0
"405 WEST 23RD   STREET, 5D               ",            ,721,0.0,1062,Chelsea,2014-11-25,384900,0.0
"85 EIGHTH AVENUE, 3V                     ",            ,738,0.0,1003,Chelsea,2014-02-07,470000,1973.0
"85 8TH AVENUE, 1F                        ",            ,738,0.0,1003,Chelsea,2014-05-28,565000,1973.0
"85 EIGHTH AVENUE, 5P                     ",            ,738,0.0,1003,Chelsea,2014-06-04,520000,1973.0
"85 8TH AVENUE, 5T                        ",            ,738,0.0,1003,Chelsea,2014-07-03,675000,1973.0
"85 EIGHTH AVENUE, 2W                     ",            ,738,0.0,1003,Chelsea,2014-08-01,450000,1973.0
"85 EIGHTH AVENUE, 3E                     ",            ,738,0.0,1003,Chelsea,2014-08-11,569000,1973.0
"85 8 AVENUE, 4V                          ",            ,738,0.0,1003,Chelsea,2014-08-13,530000,1973.0
"85 EIGHTH AVENUE, 1U                     ",            ,738,0.0,1003,Chelsea,2014-08-22,500000,1973.0
"85 8 AVENUE, 6W                          ",            ,738,0.0,1003,Chelsea,2014-09-22,470000,1973.0
"85 8TH AVENUE, 3U                        ",            ,738,0.0,1003,Chelsea,2014-10-31,525000,1973.0
"85 8TH AVENUE, 2U                        ",            ,738,0.0,1003,Chelsea,2014-12-17,490000,1973.0
"360 WEST 22ND STREET, 8L                 ",            ,745,0.0,1104,Chelsea,2014-03-13,1525000,0.0
"360 WEST 22ND STREET, 9T                 ",            ,745,0.0,1104,Chelsea,2014-03-24,650000,0.0
"360 WEST 22ND STREET, 5L                 ",            ,745,0.0,1104,Chelsea,2014-05-22,1475000,0.0
"360 WEST 22ND   STREET, 8B               ",            ,745,0.0,1104,Chelsea,2014-06-03,1595000,0.0
"360 WEST 22ND STREET, 16-F               ",            ,745,0.0,1104,Chelsea,2014-06-09,1875000,0.0
"360 WEST 22ND STREET, 15B                ",            ,745,0.0,1104,Chelsea,2014-06-13,2100000,0.0
"360 WEST 22ND STREET, 8S                 ",            ,745,0.0,1104,Chelsea,2014-11-04,600000,0.0
"360 WEST 22ND STREET, 15E                ",            ,745,0.0,1104,Chelsea,2014-12-18,2400000,0.0
"360 WEST 22ND   STREET, 17C              ",            ,745,0.0,1104,Chelsea,2014-12-30,998000,0.0
"300 WEST 23RD STREET, 8F                 ",            ,746,0.0,1202,Chelsea,2014-01-30,400000,1931.0
"300 WEST 23RD STREET, 7N                 ",            ,746,0.0,1202,Chelsea,2014-02-10,405000,1931.0
"249 8 AVENUE, 10F                        ",            ,746,0.0,1202,Chelsea,2014-03-31,457000,1931.0
"300 WEST 23RD STREET, 5C                 ",            ,746,0.0,1202,Chelsea,2014-05-13,432000,1931.0
"300 WEST 23RD STREET, 11F                ",            ,746,0.0,1202,Chelsea,2014-05-30,505000,1931.0
"300 WEST 23RD STREET, 3L                 ",            ,746,0.0,1202,Chelsea,2014-08-06,445000,1931.0
"249 8 AVENUE, RES                        ",            ,746,0.0,1202,Chelsea,2014-08-07,459000,1931.0
"300 WEST 23RD STREET, 16G                ",            ,746,0.0,1202,Chelsea,2014-08-26,999000,1931.0
"300 WEST 23RD STREET, 6L                 ",            ,746,0.0,1202,Chelsea,2014-09-25,455000,1931.0
"300 WEST 23RD STREET, 17A                ",            ,746,0.0,1202,Chelsea,2014-10-30,2600000,1931.0
"160 7 AVENUE, 705                        ",            ,769,0.0,1104,Chelsea,2014-02-12,503000,1980.0
"160 7 AVENUE, RES                        ",            ,769,0.0,1104,Chelsea,2014-03-27,450000,1980.0
"160 7 AVENUE, 701                        ",            ,769,0.0,1104,Chelsea,2014-08-26,507000,1980.0
"160 7 AVENUE, 708                        ",            ,769,0.0,1104,Chelsea,2014-09-22,854900,1980.0
"200 WEST 20TH STREET, 1001               ",            ,769,0.0,1104,Chelsea,2014-09-15,460000,1980.0
"160 7 AVENUE, 208                        ",            ,769,0.0,1104,Chelsea,2014-10-01,725000,1980.0
"160 7 AVENUE, 1115                       ",            ,769,0.0,1104,Chelsea,2014-07-23,490000,1980.0
"200 WEST 20TH STREET, 215                ",            ,769,0.0,1104,Chelsea,2014-11-24,490500,1980.0
"138 WEST 17TH STREET, PH                 ",            ,792,0.0,1102,Chelsea,2014-06-25,6950000,1908.0
"130 WEST 17TH   STREET, 9N               ",            ,792,0.0,1202,Chelsea,2014-01-23,2495000,1906.0
"101 7 AVENUE, RES                        ",            ,792,0.0,1302,Chelsea,2014-06-11,1200000,1930.0
"161 WEST 16TH STREET, 14J                ",            ,792,0.0,1302,Chelsea,2014-08-20,675000,1930.0
"161 WEST 16TH STREET, 17G                ",            ,792,0.0,1302,Chelsea,2014-09-18,3250000,1930.0
"101 7 AVENUE, RES                        ",            ,792,0.0,1302,Chelsea,2014-07-15,1195000,1930.0
"122 CHAMBERS STREET, 2                   ",            ,136,0.0,10,Civic Center,2014-08-04,2240000,1920.0
"56 WARREN STREET, 3E                     ",            ,136,0.0,12,Civic Center,2014-06-10,3795000,1915.0
"260 BROADWAY, RES                        ",            ,135,0.0,1002,Civic Center,2014-03-05,1121250,1915.0
"95 READE STREET, 3N                      ",            ,145,0.0,1102,Civic Center,2014-03-24,2700000,1915.0
"453 WEST 43RD STREET, 1C                 ",            ,1053,0.0,9,Clinton,2014-07-14,651000,1920.0
"411 WEST 44TH STREET, 2                  ",            ,1054,0.0,24,Clinton,2014-02-28,370000,1920.0
"418 WEST 46TH STREET, 4B                 ",            ,1055,0.0,44,Clinton,2014-12-17,575000,1910.0
"420 WEST 46TH STREET, A4                 ",            ,1055,0.0,45,Clinton,2014-01-30,368600,1910.0
"424 WEST 46TH STREET, 1B                 ",            ,1055,0.0,47,Clinton,2014-02-03,449000,1910.0
"424 WEST 46TH STREET, 4B                 ",            ,1055,0.0,47,Clinton,2014-02-13,425000,1910.0
"424 WEST 46 STREET, 3D                   ",            ,1055,0.0,47,Clinton,2014-06-26,390000,1910.0
"656 TENTH AVENUE, 5N                     ",            ,1056,0.0,1,Clinton,2014-02-03,350000,1920.0
"656 TENTH AVENUE, 2E                     ",            ,1056,0.0,1,Clinton,2014-07-25,375000,1920.0
"662 TENTH AVENUE, 2N                     ",            ,1056,0.0,1,Clinton,2014-08-19,400000,1920.0
"415 WEST 46TH STREET, 1D                 ",            ,1056,0.0,25,Clinton,2014-08-08,250000,1910.0
"415 WEST 46TH STREET, 3A                 ",            ,1056,0.0,25,Clinton,2014-11-17,515000,1910.0
"438 W. 49TH STREET, 1-B                  ",            ,1058,0.0,52,Clinton,2014-10-17,135000,1910.0
"454 WEST 50TH STREET, 2F                 ",            ,1059,0.0,60,Clinton,2014-04-07,390000,1910.0
"454 WEST 50TH STREET, 2R                 ",            ,1059,0.0,60,Clinton,2014-08-20,515000,1910.0
"454 WEST 50TH STREET, 3R                 ",            ,1059,0.0,60,Clinton,2014-11-24,499000,1910.0
"444 WEST 54TH STREET, 8                  ",            ,1063,0.0,54,Clinton,2014-09-29,399000,1910.0
"444 WEST 54TH STREET, 3                  ",            ,1063,0.0,54,Clinton,2014-12-18,740000,1910.0
"433 WEST 54TH   STREET, 10               ",            ,1064,0.0,14,Clinton,2014-04-22,375000,1920.0
"433 WEST 54TH STREET, 17                 ",            ,1064,0.0,14,Clinton,2014-09-04,392000,1920.0
"431 WEST 54TH STREET, 5D                 ",            ,1064,0.0,15,Clinton,2014-04-15,275000,1910.0
"855 9TH AVENUE, 4B                       ",            ,1065,0.0,33,Clinton,2014-10-15,394000,1901.0
"857 NINTH AVENUE, 3D                     ",            ,1065,0.0,34,Clinton,2014-01-16,333000,1901.0
"521 WEST 47TH   STREET, 4D               ",            ,1076,0.0,19,Clinton,2014-06-24,1350000,1910.0
"521 WEST 47TH STREET, 2B                 ",            ,1076,0.0,19,Clinton,2014-11-03,815000,1910.0
