address,apartment_number,block,gross_square_feet,lot,neighborhood,sale_date,sale_price,year_built
"504 WEST 48 STREET, 4W                   ",            ,1076,0.0,37,Clinton,2014-01-10,390000,1900.0
"504 WEST 48TH STREET, 3E                 ",            ,1076,0.0,37,Clinton,2014-01-17,300000,1900.0
"504 WEST 48TH STREET, 5W                 ",            ,1076,0.0,37,Clinton,2014-04-03,392500,1900.0
"520 WEST 50TH   STREET, A2               ",            ,1078,0.0,45,Clinton,2014-07-03,350000,1901.0
"520 WEST 50TH STREET, C2                 ",            ,1078,0.0,45,Clinton,2014-11-05,367000,1901.0
"522 WEST 50TH   STREET, 522C3            ",            ,1078,0.0,46,Clinton,2014-11-07,370000,1901.0
"827 TENTH AVENUE, 5N                     ",            ,1083,0.0,35,Clinton,2014-06-24,365000,1920.0
"502 W 55TH STREET, 3E                    ",            ,1083,0.0,35,Clinton,2014-09-04,350000,1920.0
"529 WEST 42ND STREET, 8P                 ",            ,1071,0.0,1401,Clinton,2014-06-30,795000,0.0
"529 WEST 42ND   STREET, 7/8Q             ",            ,1071,0.0,1401,Clinton,2014-08-13,750000,0.0
"529 WEST 42ND STREET, 6A                 ",            ,1071,0.0,1401,Clinton,2014-09-09,650000,0.0
"529 WEST 42 STREET, 6H                   ",            ,1071,0.0,1401,Clinton,2014-09-10,750000,0.0
"529 WEST 42ND STREET, 7E                 ",            ,1071,0.0,1401,Clinton,2014-12-02,597500,0.0
"87 ST. MARKS PLACE, 4A                   ",            ,436,0.0,57,East Village,2014-01-31,750000,1940.0
"415 EAST 12, 7                           ",            ,440,0.0,52,East Village,2014-11-28,170000,1900.0
"54 EAST 1ST STREET, 4A                   ",            ,443,0.0,50,East Village,2014-06-04,833500,1910.0
"50 EAST 1ST STREET, 18                   ",            ,443,0.0,52,East Village,2014-07-29,305000,1910.0
"50 EAST 1ST STREET, 1                    ",            ,443,0.0,52,East Village,2014-12-19,307000,1910.0
"64 EAST 3RD STREET, 2                    ",            ,444,0.0,21,East Village,2014-01-15,840000,1900.0
"88 EAST 3RD STREET, 17                   ",            ,444,0.0,33,East Village,2014-12-18,385000,1900.0
"71 EAST 3RD STREET, 7/8                  ",            ,445,0.0,51,East Village,2014-01-21,625000,1900.0
"71 EAST 3RD STREET, 2/2A                 ",            ,445,0.0,51,East Village,2014-01-29,312500,1900.0
"334 EAST 5 STREET, 4E                    ",            ,446,0.0,25,East Village,2014-05-29,113228,1900.0
"120 2 AVENUE, 5C                         ",            ,449,0.0,2,East Village,2014-02-05,515000,1920.0
"120 SECOND AVENUE, 3A                    ",            ,449,0.0,2,East Village,2014-07-18,965000,1920.0
"120 SECOND AVENUE, 5A                    ",            ,449,0.0,2,East Village,2014-09-19,1046924,1920.0
"321 EAST 12TH STREET, 28                 ",            ,454,0.0,60,East Village,2014-03-18,595000,1920.0
"321 EAST 12TH STREET, 9                  ",            ,454,0.0,60,East Village,2014-06-30,825000,1920.0
"315 EAST 12TH STREET, 15/31              ",            ,454,0.0,63,East Village,2014-06-03,605000,1900.0
"315 EAST 12TH STREET, 9                  ",            ,454,0.0,63,East Village,2014-11-21,820000,1900.0
"307 EAST 12TH   STREET, 3C               ",            ,454,0.0,66,East Village,2014-06-25,749000,1920.0
"307 EAST12TH STREET, 1B                  ",            ,454,0.0,66,East Village,2014-08-18,1200000,1920.0
"32 EAST 2ND STREET, 3                    ",            ,458,0.0,32,East Village,2014-06-02,580000,1900.0
"32 EAST 2ND STREET, 19                   ",            ,458,0.0,32,East Village,2014-12-11,530000,1900.0
"224 EAST 11TH STREET, 1                  ",            ,466,0.0,21,East Village,2014-03-17,520000,1910.0
"224 EAST 11TH STREET, 17                 ",            ,466,0.0,21,East Village,2014-07-01,675000,1910.0
"111 EAST 10TH STREET, 2                  ",            ,466,0.0,48,East Village,2014-12-03,320000,1870.0
"220 EAST 12TH STREET, 2                  ",            ,467,0.0,19,East Village,2014-05-06,1650000,1920.0
"228 EAST 13TH STREET, 23                 ",            ,468,0.0,24,East Village,2014-05-20,365000,1900.0
"227 EAST 12TH STREET, 4A                 ",            ,468,0.0,48,East Village,2014-12-16,435000,1920.0
"440 EAST 6TH STREET, 4D                  ",            ,432,0.0,1102,East Village,2014-12-19,550000,1900.0
"125 EAST 4TH STREET, 2                   ",            ,446,0.0,1002,East Village,2014-05-07,650000,0.0
"125 EAST 4TH STREET, 3                   ",            ,446,0.0,1002,East Village,2014-08-13,540000,0.0
"125 EAST 4TH STREET, 23                  ",            ,446,0.0,1002,East Village,2014-08-18,712775,0.0
"125 EAST 4TH STREET, 12                  ",            ,446,0.0,1002,East Village,2014-07-23,779979,0.0
"125 EAST 4TH STREET, 14                  ",            ,446,0.0,1002,East Village,2014-09-04,635000,0.0
"99 EAST 4TH STREET, 3B                   ",            ,446,0.0,1102,East Village,2014-04-22,675000,1928.0
"99 EAST 4TH STREET, 2M                   ",            ,446,0.0,1102,East Village,2014-05-05,612000,1928.0
"99 EAST 4TH STREET, 3L                   ",            ,446,0.0,1102,East Village,2014-07-07,690000,1928.0
"11 2 AVENUE, IU                          ",            ,456,0.0,1003,East Village,2014-05-30,136961,2012.0
"11 2 AVENUE, IU                          ",            ,456,0.0,1003,East Village,2014-07-16,136961,2012.0
"11 2 AVENUE, IU                          ",            ,456,0.0,1003,East Village,2014-10-16,134307,2012.0
"217 EAST 5TH STREET, 5                   ",            ,461,0.0,1102,East Village,2014-05-13,750000,1900.0
"24 EAST 7TH   STREET, RU-2               ",            ,462,0.0,1002,East Village,2014-07-28,850000,1991.0
"24 EAST 7TH STREET, 7C                   ",            ,462,0.0,1002,East Village,2014-10-07,775000,1991.0
"111 THIRD AVENUE, 3H                     ",            ,469,0.0,1102,East Village,2014-04-09,620000,1900.0
"111 3 AVENUE, 4A                         ",            ,469,0.0,1102,East Village,2014-06-03,575000,1900.0
"105 3 AVENUE, 15C                        ",            ,469,0.0,1102,East Village,2014-08-07,1650000,1900.0
"105 THIRD AVENUE, 10A                    ",            ,469,0.0,1102,East Village,2014-08-26,600000,1900.0
"65 NASSAU STREET, CO-OP                  ",            ,65,0.0,1001,Financial,2014-02-06,460000,1900.0
"65 NASSAU STREET, 9C                     ",            ,65,0.0,1001,Financial,2014-08-06,730000,1900.0
"65 NASSAU STREET, 8A                     ",            ,65,0.0,1001,Financial,2014-09-17,490000,1900.0
"41 WEST 16TH STREET, 3B                  ",            ,818,0.0,13,Flatiron,2014-07-03,650000,1925.0
"41 EAST 19TH STREET, 4                   ",            ,848,0.0,29,Flatiron,2014-07-31,1885000,1925.0
"41 EAST 19TH   STREET, 1B                ",            ,848,0.0,29,Flatiron,2014-10-24,1095000,1925.0
"11 WEST 18TH STREET, 3W                  ",            ,820,0.0,1103,Flatiron,2014-05-12,1627500,0.0
"11 WEST 18TH   STREET, 2W                ",            ,820,0.0,1103,Flatiron,2014-09-11,2101111,0.0
"32 WEST 20TH STREET, 8N-A                ",            ,821,0.0,1202,Flatiron,2014-08-05,775000,1912.0
"69 FIFTH AVENUE, 4M                      ",            ,842,0.0,1002,Flatiron,2014-01-30,390000,1961.0
"69 FIFTH AVENUE, 19E                     ",            ,842,0.0,1002,Flatiron,2014-02-19,2150100,1961.0
"69 FIFTH AVENUE, 14F                     ",            ,842,0.0,1002,Flatiron,2014-10-28,1245000,1961.0
"69 FIFTH AVENUE, 4G                      ",            ,842,0.0,1002,Flatiron,2014-12-10,1295000,1961.0
"69 FIFTH AVE, 17A                        ",            ,842,0.0,1002,Flatiron,2014-12-09,975000,1961.0
"73 FIFTH AVENUE, 5B                      ",            ,843,0.0,1005,Flatiron,2014-08-28,4450000,0.0
"131 EAST 15TH STREET, 4C                 ",            ,871,0.0,29,Gramercy,2014-01-24,492000,1920.0
"131 EAST 15TH STREET, 2C                 ",            ,871,0.0,29,Gramercy,2014-07-31,626403,1920.0
"131 EAST 15TH STREET, 3C                 ",            ,871,0.0,29,Gramercy,2014-10-24,500000,1920.0
"133 EAST 15TH STREET, 3D                 ",            ,871,0.0,30,Gramercy,2014-10-15,695000,1900.0
"137 EAST 15TH STREET, 2B                 ",            ,871,0.0,32,Gramercy,2014-08-13,2135000,1910.0
"130 EAST 17TH STREET, 3B                 ",            ,872,0.0,53,Gramercy,2014-09-24,382000,1930.0
"130 EAST 17TH STREET, 3A                 ",            ,872,0.0,53,Gramercy,2014-12-23,730000,1930.0
"31 GRAMERCY PARK SOUTH, 4E/W             ",            ,875,0.0,48,Gramercy,2014-07-23,995000,1930.0
"31 GRAMERCY PARK S, 3A                   ",            ,875,0.0,48,Gramercy,2014-09-12,860000,1930.0
"10 GRAMERCY PARK SOUTH, 2R               ",            ,875,0.0,76,Gramercy,2014-01-14,1549700,1900.0
"158 EAST 22ND STREET, 1                  ",            ,877,0.0,52,Gramercy,2014-06-27,835000,1930.0
"224 EAST 17TH STREET, 4F                 ",            ,897,0.0,63,Gramercy,2014-08-21,650000,1900.0
"222 EAST 17TH STREET, 1                  ",            ,897,0.0,64,Gramercy,2014-03-28,1431000,1920.0
"222 EAST 17TH STREET, 3                  ",            ,897,0.0,64,Gramercy,2014-05-14,1100000,1920.0
"222 EAST 17TH STREET, 2F                 ",            ,897,0.0,64,Gramercy,2014-06-09,600000,1920.0
"210 EAST 17TH STREET, 3A                 ",            ,897,0.0,69,Gramercy,2014-01-15,642500,1903.0
"210 EAST 17TH   STREET, 4A               ",            ,897,0.0,69,Gramercy,2014-10-03,655000,1903.0
"213-215 EAST 17TH STREET, 2              ",            ,898,0.0,11,Gramercy,2014-09-12,599000,1920.0
"206 EAST 18TH STREET, 6F                 ",            ,898,0.0,52,Gramercy,2014-11-18,625000,1920.0
"226 EAST 27TH STREET, 2D                 ",            ,907,0.0,43,Gramercy,2014-07-10,278000,1920.0
"61 LEXINGTON AVENUE, 2E                  ",            ,881,0.0,1016,Gramercy,2014-03-14,305000,0.0
"235 EAST 22ND   STREET, 13-O             ",            ,903,0.0,1127,Gramercy,2014-01-29,660000,1931.0
"235 EAST 22ND STREET, 10B                ",            ,903,0.0,1127,Gramercy,2014-01-27,549000,1931.0
"235 EAST 22ND   STREET, 11I              ",            ,903,0.0,1127,Gramercy,2014-03-11,515000,1931.0
"235 EAST 22ND STREET, 5G                 ",            ,903,0.0,1127,Gramercy,2014-03-05,850000,1931.0
"235 EAST 22ND   STREET, RES1             ",            ,903,0.0,1127,Gramercy,2014-03-27,990000,1931.0
"235 EAST 22ND   STREET, 16K              ",            ,903,0.0,1127,Gramercy,2014-04-28,727000,1931.0
"235 EAST 22ND STREET, 13P                ",            ,903,0.0,1127,Gramercy,2014-05-05,680000,1931.0
"235 EAST 22ND STREET, 7N                 ",            ,903,0.0,1127,Gramercy,2014-05-21,440000,1931.0
"235 EAST 22ND   STREET, 1N               ",            ,903,0.0,1127,Gramercy,2014-05-28,280000,1931.0
"235 EAST 22ND STREET, 11BC               ",            ,903,0.0,1127,Gramercy,2014-07-01,1360125,1931.0
"235 EAST 22ND STREET, 11G                ",            ,903,0.0,1127,Gramercy,2014-07-01,910000,1931.0
"235 EAST 22ND   STREET, 5B               ",            ,903,0.0,1127,Gramercy,2014-06-09,480000,1931.0
"235 EAST 22ND STREET, 9-H                ",            ,903,0.0,1127,Gramercy,2014-07-30,990000,1931.0
"235 EAST 22ND   STREET, 4C               ",            ,903,0.0,1127,Gramercy,2014-09-11,735000,1931.0
"235 EAST 22ND   STREET, 9J               ",            ,903,0.0,1127,Gramercy,2014-09-30,1500000,1931.0
"235 EAST 22ND   STREET, 6-D              ",            ,903,0.0,1127,Gramercy,2014-12-16,1500000,1931.0
"235 EAST 22ND   STREET, RES1             ",            ,903,0.0,1127,Gramercy,2014-05-01,420000,1931.0
"235 EAST 22ND   STREET, RES1             ",            ,903,0.0,1127,Gramercy,2014-12-04,875000,1931.0
"316 MOTT STREET, 3B                      ",            ,521,0.0,34,Greenwich Village-Central,2014-10-02,560000,1900.0
"192 BLEECKER STREET, 16                  ",            ,526,0.0,23,Greenwich Village-Central,2014-04-14,455000,1900.0
"192 BLEEKER STREET, 14                   ",            ,526,0.0,23,Greenwich Village-Central,2014-06-24,445000,1900.0
"126 E 12TH STREET, 5C                    ",            ,556,0.0,52,Greenwich Village-Central,2014-03-19,635000,1900.0
"39-41 EAST 10TH STREET, 4E               ",            ,562,0.0,38,Greenwich Village-Central,2014-12-15,1700000,1900.0
"2 EAST 12TH STREET, 5                    ",            ,569,0.0,7,Greenwich Village-Central,2014-05-14,685000,1900.0
"23 WEST 9TH STREET, 4F                   ",            ,573,0.0,54,Greenwich Village-Central,2014-01-07,670000,1870.0
"19 WEST 9TH STREET, 2                    ",            ,573,0.0,54,Greenwich Village-Central,2014-06-09,1700000,1870.0
"19 WEST 9TH STREET, 1F                   ",            ,573,0.0,54,Greenwich Village-Central,2014-10-06,439000,1870.0
"66 WEST 11TH STREET, 3                   ",            ,574,0.0,11,Greenwich Village-Central,2014-03-06,1750000,1900.0
"62 WEST 11TH, 3F                         ",            ,574,0.0,11,Greenwich Village-Central,2014-03-26,810000,1900.0
"156 BLEECKER STREET, 2                   ",            ,525,0.0,1002,Greenwich Village-Central,2014-06-09,655000,1910.0
"160 BLEECKER STREET, 8BE                 ",            ,525,0.0,1002,Greenwich Village-Central,2014-06-25,537500,1910.0
"160 BLEECKER STREET, 8CE                 ",            ,525,0.0,1002,Greenwich Village-Central,2014-06-25,537500,1910.0
"160 BLEECKER STREET, 7KE                 ",            ,525,0.0,1002,Greenwich Village-Central,2014-07-30,349000,1910.0
"160 BLEECKER STREET, 9JE                 ",            ,525,0.0,1002,Greenwich Village-Central,2014-09-09,650000,1910.0
"156 BLEECKER STREET, 3AE                 ",            ,525,0.0,1002,Greenwich Village-Central,2014-11-12,475000,1910.0
"30 BOND STREET, 4 FL                     ",            ,530,0.0,1002,Greenwich Village-Central,2014-09-04,4000000,1900.0
"30 BOND STREET, 7                        ",            ,530,0.0,1002,Greenwich Village-Central,2014-11-19,5350000,1900.0
"250 MERCER STREET, C215                  ",            ,535,0.0,1002,Greenwich Village-Central,2014-02-13,899000,1900.0
"250 MERCER STREET, B1504                 ",            ,535,0.0,1002,Greenwich Village-Central,2014-03-04,700000,1900.0
"250 MERCER STREET, B207                  ",            ,535,0.0,1002,Greenwich Village-Central,2014-03-04,805000,1900.0
"250 MERCER STREET, B703                  ",            ,535,0.0,1002,Greenwich Village-Central,2014-03-19,975000,1900.0
"250 MERCER STREET, B7067                 ",            ,535,0.0,1002,Greenwich Village-Central,2014-05-15,2225000,1900.0
"250 MERCER STREET, B1202                 ",            ,535,0.0,1002,Greenwich Village-Central,2014-04-21,1350000,1900.0
"250 MERCER STREET, C207                  ",            ,535,0.0,1002,Greenwich Village-Central,2014-06-17,976000,1900.0
"250 MERCER STREET, D904                  ",            ,535,0.0,1002,Greenwich Village-Central,2014-06-17,999500,1900.0
"250 MERCER STREET, B1005                 ",            ,535,0.0,1002,Greenwich Village-Central,2014-06-26,4800000,1900.0
"250 MERCER STREET, A202                  ",            ,535,0.0,1002,Greenwich Village-Central,2014-07-29,1215000,1900.0
"250 MERCER STREET, B1207                 ",            ,535,0.0,1002,Greenwich Village-Central,2014-08-22,710000,1900.0
"250 MERCER STREET, B1402                 ",            ,535,0.0,1002,Greenwich Village-Central,2014-08-07,1772500,1900.0
"14 WEST 4TH   STREET, RES                ",            ,535,0.0,1002,Greenwich Village-Central,2014-09-23,1171900,1900.0
"250 MERCER STREET, B1507                 ",            ,535,0.0,1002,Greenwich Village-Central,2014-09-25,711000,1900.0
"250 MERCER STREET, D1102                 ",            ,535,0.0,1002,Greenwich Village-Central,2014-10-31,1185000,1900.0
"14 WEST 4TH   STREET, D-501              ",            ,535,0.0,1002,Greenwich Village-Central,2014-11-14,925000,1900.0
"250 MERCER STREET, B506                  ",            ,535,0.0,1002,Greenwich Village-Central,2014-11-10,1850000,1900.0
"250 MERCER STREET, B201                  ",            ,535,0.0,1002,Greenwich Village-Central,2014-11-18,655000,1900.0
"250 MERCER STREET, D-503                 ",            ,535,0.0,1002,Greenwich Village-Central,2014-12-10,975000,1900.0
"250 MERCER STREET, B1302                 ",            ,535,0.0,1002,Greenwich Village-Central,2014-11-20,1460000,1900.0
"250 MERCER STREET, D1101                 ",            ,535,0.0,1002,Greenwich Village-Central,2014-12-09,985000,1900.0
"173 BLEECKER STREET, R                   ",            ,540,0.0,1006,Greenwich Village-Central,2014-09-15,487000,1900.0
"173 BLEECKER STREET, 11                  ",            ,540,0.0,1006,Greenwich Village-Central,2014-09-22,465000,1900.0
"443 LAFAYETTE STREET, 7A                 ",            ,544,0.0,1102,Greenwich Village-Central,2014-01-17,3762433,0.0
"443 LAFAYETTE STREET, 8C                 ",            ,544,0.0,1102,Greenwich Village-Central,2014-01-23,2497584,0.0
"443 LAFAYETTE STREET, 6A                 ",            ,544,0.0,1102,Greenwich Village-Central,2014-01-22,3818437,0.0
"443 LAFAYETTE STREET, 14B                ",            ,544,0.0,1102,Greenwich Village-Central,2014-01-21,6364062,0.0
"443 LAFAYETTE STREET, 5A                 ",            ,544,0.0,1102,Greenwich Village-Central,2014-04-16,3700000,0.0
"443 LAFAYETTE STREET, 16A                ",            ,544,0.0,1102,Greenwich Village-Central,2014-05-28,4378562,0.0
"443 LAFAYETTE STREET, 9A                 ",            ,544,0.0,1102,Greenwich Village-Central,2014-05-28,4121000,0.0
